2lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%ULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S7_%PAPULT_Ty	S8_%ULT_Ty	S8_%PULT_Ty	S8_%APULT_Ty	S9_%PULT_Ty	S10_%PULT_Ty	S10_%APULT_Ty	S11_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S7_nPAPULT_Ty	S8_nULT_Ty	S8_nPULT_Ty	S8_nAPULT_Ty	S9_nPULT_Ty	S10_nPULT_Ty	S10_nAPULT_Ty	S11_nPULT_Ty
uo	NA	100	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
up	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ur	20	80	NA	86.04651163	13.95348837	3.333333333	63.33333333	33.33333333	NA	NA	64.28571429	35.71428571	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	16	NA	37	6	1	19	10	NA	NA	9	5	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
us	23.07692308	76.92307692	10	78.33333333	11.66666667	NA	77.5	22.5	NA	7.692307692	76.92307692	15.38461538	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10	6	47	7	NA	31	9	NA	1	10	2	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ut	NA	100	NA	44.44444444	55.55555556	10.52631579	73.68421053	15.78947368	NA	3.846153846	69.23076923	26.92307692	NA	NA	40	60	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	4	5	2	14	3	NA	1	18	7	NA	NA	4	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
uv	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ux	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
uz	NA	100	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
va	13.92405063	86.07594937	4.824561404	85.96491228	9.210526316	1.27388535	87.89808917	10.1910828	0.636942675	1.851851852	85.18518519	12.96296296	NA	NA	83.33333333	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	68	11	196	21	2	138	16	1	1	46	7	NA	NA	5	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ve	17.85714286	82.14285714	3.045685279	81.47208122	15.4822335	1.550387597	66.27906977	31.00775194	1.162790698	4.672897196	73.8317757	19.62616822	1.869158879	NA	39.39393939	60.60606061	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	20	92	12	321	61	4	171	80	3	5	79	21	2	NA	13	20	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA
vi	18.34862385	81.65137615	2.89017341	78.32369942	18.78612717	4.508196721	81.14754098	13.52459016	0.819672131	2.173913043	66.30434783	30.43478261	1.086956522	NA	87.5	12.5	NA	NA	83.33333333	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	20	89	10	271	65	11	198	33	2	2	61	28	1	NA	28	4	NA	NA	10	2	NA	NA	4	NA	NA	NA	NA	NA
vl	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vo	23.63636364	76.36363636	5.479452055	83.56164384	10.95890411	3.333333333	60	35.55555556	1.111111111	6.25	81.25	12.5	NA	NA	85.71428571	14.28571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	42	8	122	16	3	54	32	1	2	26	4	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vu	23.07692308	76.92307692	7.692307692	84.61538462	7.692307692	NA	NA	100	NA	NA	NA	100	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10	1	11	1	NA	NA	4	NA	NA	NA	3	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
wa	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
we	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
wi	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
xe	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ya	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
yo	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
yu	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
za	8	92	4.054054054	81.08108108	14.86486486	NA	100	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	23	3	60	11	NA	32	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ze	3.571428571	96.42857143	NA	87.5	12.5	NA	100	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	27	NA	14	2	NA	11	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zi	21.05263158	78.94736842	NA	82.14285714	17.85714286	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	15	NA	23	5	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zo	9.090909091	90.90909091	NA	57.14285714	42.85714286	NA	71.42857143	28.57142857	NA	NA	57.14285714	42.85714286	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	20	NA	8	6	NA	15	6	NA	NA	4	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
zu	7.692307692	92.30769231	NA	80	20	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	NA	16	4	NA	10	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
