2lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%ULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S7_%PAPULT_Ty	S8_%ULT_Ty	S8_%PULT_Ty	S8_%APULT_Ty	S9_%PULT_Ty	S10_%PULT_Ty	S10_%APULT_Ty	S11_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S7_nPAPULT_Ty	S8_nULT_Ty	S8_nPULT_Ty	S8_nAPULT_Ty	S9_nPULT_Ty	S10_nPULT_Ty	S10_nAPULT_Ty	S11_nPULT_Ty
ev	NA	100	10.52631579	57.89473684	31.57894737	5.405405405	81.08108108	9.459459459	4.054054054	6	76	16	2	NA	66.66666667	33.33333333	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	11	6	4	60	7	3	3	38	8	1	NA	6	3	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
ex	33.33333333	66.66666667	100	NA	NA	NA	100	NA	NA	NA	83.33333333	16.66666667	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	3	NA	NA	NA	5	1	NA	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ez	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fa	7.874015748	92.12598425	3.174603175	80.95238095	15.87301587	3.930131004	74.23580786	21.39737991	0.436681223	6.18556701	59.79381443	29.89690722	4.12371134	NA	58.06451613	41.93548387	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	117	10	255	50	9	170	49	1	6	58	29	4	NA	18	13	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
fe	21.42857143	78.57142857	3.191489362	81.91489362	14.89361702	5.673758865	73.75886525	20.56737589	NA	3.846153846	80.76923077	15.38461538	NA	NA	62.5	37.5	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	44	6	154	28	8	104	29	NA	2	42	8	NA	NA	5	3	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
fi	14.50381679	85.49618321	5.970149254	83.58208955	10.44776119	3.375527426	71.30801688	25.3164557	NA	NA	56.81818182	43.18181818	NA	NA	64	36	NA	NA	100	NA	NA	NA	100	NA	100	NA	NA	NA	19	112	20	280	35	8	169	60	NA	NA	50	38	NA	NA	16	9	NA	NA	14	NA	NA	NA	1	NA	1	NA	NA	NA
fl	6.451612903	93.5483871	1.612903226	75.80645161	22.58064516	3.571428571	67.85714286	28.57142857	NA	7.142857143	78.57142857	14.28571429	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	29	1	47	14	1	19	8	NA	1	11	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fo	13.0952381	86.9047619	4.508196721	80.73770492	14.75409836	1.058201058	76.19047619	22.75132275	NA	1.063829787	70.21276596	27.65957447	1.063829787	NA	68.96551724	31.03448276	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	11	73	11	197	36	2	144	43	NA	1	66	26	1	NA	20	9	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA
fr	10.1010101	89.8989899	3.765690377	80.75313808	15.48117155	3.092783505	79.89690722	17.01030928	NA	5.405405405	56.75675676	32.43243243	5.405405405	NA	85.71428571	14.28571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	89	9	193	37	6	155	33	NA	2	21	12	2	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fu	11.29032258	88.70967742	4.098360656	84.42622951	11.47540984	1.769911504	78.76106195	19.46902655	NA	2.777777778	61.11111111	36.11111111	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	55	5	103	14	2	89	22	NA	1	22	13	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ga	23.33333333	76.66666667	0.938967136	91.07981221	7.981220657	1.307189542	83.00653595	15.68627451	NA	NA	65.85365854	34.14634146	NA	20	60	20	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	21	69	2	194	17	2	127	24	NA	NA	27	14	NA	1	3	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA
ge	23.40425532	76.59574468	2.013422819	78.52348993	19.46308725	1.923076923	69.23076923	28.20512821	0.641025641	6.451612903	51.61290323	40.32258065	1.612903226	NA	62.96296296	37.03703704	NA	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	11	36	3	117	29	3	108	44	1	4	32	25	1	NA	17	10	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA
gh	3.03030303	96.96969697	NA	92.5	7.5	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	NA	37	3	NA	15	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gi	14.51612903	85.48387097	4.615384615	84	11.38461538	1.454545455	78.18181818	19.63636364	0.727272727	1.351351351	71.62162162	22.97297297	4.054054054	3.703703704	51.85185185	44.44444444	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	106	15	273	37	4	215	54	2	1	53	17	3	1	14	12	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
gl	14.28571429	85.71428571	NA	83.33333333	16.66666667	11.11111111	66.66666667	22.22222222	NA	25	50	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	18	NA	20	4	2	12	4	NA	1	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gn	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
go	16.66666667	83.33333333	1.612903226	83.06451613	15.32258065	4.47761194	65.67164179	29.85074627	NA	NA	68.75	31.25	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	50	2	103	19	3	44	20	NA	NA	11	5	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gr	9.489051095	90.51094891	3.004291845	85.83690987	11.15879828	3.225806452	66.93548387	29.03225806	0.806451613	3.03030303	72.72727273	24.24242424	NA	NA	88.88888889	11.11111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	124	7	200	26	4	83	36	1	1	24	8	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gu	17.39130435	82.60869565	4.232804233	89.41798942	6.349206349	1	72	27	NA	6.666666667	73.33333333	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	57	8	169	12	1	72	27	NA	1	11	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ha	33.33333333	66.66666667	33.33333333	50	16.66666667	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	3	1	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
he	50	50	NA	20	80	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	1	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hi	NA	100	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ho	NA	100	NA	75	25	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	3	1	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hu	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ia	75	25	NA	92.30769231	7.692307692	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	12	1	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ib	NA	100	NA	66.66666667	33.33333333	NA	57.14285714	42.85714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	NA	6	3	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
ic	33.33333333	66.66666667	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	4	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id	33.33333333	66.66666667	8	72	20	7.5	47.5	45	NA	4.255319149	63.82978723	31.91489362	NA	2.702702703	64.86486486	27.02702703	5.405405405	NA	50	50	NA	NA	NA	NA	100	NA	NA	NA	2	4	2	18	5	3	19	18	NA	2	30	15	NA	1	24	10	2	NA	5	5	NA	NA	NA	NA	1	NA	NA	NA
ie	NA	100	NA	100	NA	NA	83.33333333	16.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	4	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
if	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ig	NA	100	4.166666667	91.66666667	4.166666667	3.225806452	74.19354839	22.58064516	NA	NA	16.66666667	83.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	22	1	1	23	7	NA	NA	1	5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ik	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
il	10	90	8.695652174	82.60869565	8.695652174	5.882352941	56.8627451	37.25490196	NA	5.660377358	69.81132075	22.64150943	1.886792453	13.33333333	53.33333333	33.33333333	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	1	9	2	19	2	3	29	19	NA	3	37	12	1	2	8	5	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
im	NA	100	13.33333333	81.21212121	5.454545455	4.693140794	82.85198556	11.55234657	0.902527076	2.027027027	71.17117117	26.12612613	0.675675676	5.714285714	38.57142857	55.71428571	NA	20	64	16	NA	25	50	25	100	NA	NA	NA	NA	4	22	134	9	26	459	64	5	9	316	116	3	8	54	78	NA	5	16	4	NA	1	2	1	1	NA	NA	NA
in	18.18181818	81.81818182	10.63063063	83.24324324	6.126126126	5.016910936	82.01803833	12.79594138	0.169109357	1.780821918	76.57534247	20.95890411	0.684931507	4.230769231	46.53846154	48.84615385	0.384615385	20.51282051	50.42735043	29.05982906	NA	21.42857143	50	28.57142857	100	NA	NA	NA	6	27	59	462	34	89	1455	227	3	26	1118	306	10	22	242	254	2	24	59	34	NA	3	7	4	1	NA	NA	NA
io	NA	100	NA	42.85714286	57.14285714	NA	100	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	3	4	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ip	NA	100	NA	33.33333333	66.66666667	5.405405405	51.35135135	43.24324324	NA	1.923076923	69.23076923	28.84615385	NA	NA	59.25925926	40.74074074	NA	12.5	25	62.5	NA	NA	100	NA	100	NA	NA	NA	NA	2	NA	2	4	2	19	16	NA	1	36	15	NA	NA	16	11	NA	1	2	5	NA	NA	1	NA	1	NA	NA	NA
ir	30	70	7.407407407	81.48148148	11.11111111	2.197802198	86.81318681	9.89010989	1.098901099	NA	88.33333333	11.66666667	NA	7.843137255	15.68627451	76.47058824	NA	18.18181818	40.90909091	40.90909091	NA	NA	100	NA	NA	NA	NA	NA	3	7	2	22	3	2	79	9	1	NA	53	7	NA	4	8	39	NA	4	9	9	NA	NA	1	NA	NA	NA	NA	NA
is	22.22222222	77.77777778	10.34482759	70.68965517	18.96551724	3.875968992	76.74418605	19.37984496	NA	4.838709677	72.58064516	22.58064516	NA	NA	73.33333333	26.66666667	NA	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	2	7	6	41	11	5	99	25	NA	3	45	14	NA	NA	11	4	NA	NA	1	NA	NA	1	2	NA	NA	NA	NA	NA
it	33.33333333	66.66666667	16.66666667	25	58.33333333	NA	50	50	NA	7.142857143	78.57142857	14.28571429	NA	NA	100	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	2	4	2	3	7	NA	8	8	NA	1	11	2	NA	NA	4	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA
iu	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iv	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iz	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ja	NA	100	NA	77.77777778	22.22222222	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	7	2	NA	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
je	NA	100	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ji	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jo	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ju	NA	100	NA	80	20	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	4	1	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ka	33.33333333	66.66666667	30.76923077	46.15384615	23.07692308	NA	80	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	4	6	3	NA	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ke	20	80	NA	88.88888889	11.11111111	NA	75	25	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	8	1	NA	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kh	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ki	40	60	NA	66.66666667	33.33333333	NA	75	25	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	2	1	NA	3	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko	NA	NA	25	50	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ku	NA	NA	50	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l'	NA	100	15	75	10	NA	88.23529412	11.76470588	NA	NA	88.88888889	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	15	2	NA	15	2	NA	NA	8	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
la	19.29824561	80.70175439	4.498269896	75.43252595	20.06920415	2.621722846	74.90636704	21.72284644	0.74906367	1.449275362	62.31884058	33.33333333	2.898550725	NA	80	20	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	22	92	13	218	58	7	200	58	2	1	43	23	2	NA	4	1	NA	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA
le	9.411764706	90.58823529	2	79.5	18.5	2.721088435	69.3877551	26.53061224	1.360544218	3.636363636	89.09090909	5.454545455	1.818181818	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	77	4	159	37	4	102	39	2	2	49	3	1	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
li	8.791208791	91.20879121	3.977272727	66.47727273	29.54545455	3	80.5	13	3.5	4	64	32	NA	NA	75	25	NA	NA	50	50	NA	NA	40	60	NA	NA	NA	NA	8	83	7	117	52	6	161	26	7	3	48	24	NA	NA	6	2	NA	NA	2	2	NA	NA	2	3	NA	NA	NA	NA
ll	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lo	7.142857143	92.85714286	2.857142857	79.04761905	18.0952381	3.614457831	81.92771084	13.25301205	1.204819277	NA	71.42857143	28.57142857	NA	NA	83.33333333	16.66666667	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	4	52	3	83	19	3	68	11	1	NA	20	8	NA	NA	5	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA
lt	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lu	8.620689655	91.37931034	1.694915254	79.66101695	18.6440678	1.063829787	86.17021277	11.70212766	1.063829787	3.448275862	82.75862069	13.79310345	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	53	2	94	22	1	81	11	1	1	24	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ly	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ma	22.27488152	77.72511848	5.111402359	84.53473132	10.35386632	1.554404145	85.10362694	12.95336788	0.388601036	3.319502075	74.27385892	21.99170124	0.414937759	4.838709677	67.74193548	27.41935484	NA	NA	62.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	47	164	39	645	79	12	657	100	3	8	179	53	1	3	42	17	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA
mc	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
me	15.53398058	84.46601942	4.564315353	70.53941909	24.89626556	3.583061889	71.33550489	23.77850163	1.302931596	NA	60.40268456	38.9261745	0.67114094	3.225806452	50	46.77419355	NA	NA	50	50	NA	NA	100	NA	100	NA	NA	NA	16	87	11	170	60	11	219	73	4	NA	90	58	1	2	31	29	NA	NA	5	5	NA	NA	1	NA	1	NA	NA	NA
mi	21.4953271	78.5046729	4.980842912	75.86206897	19.15708812	1.766784452	81.27208481	16.25441696	0.706713781	0.71942446	69.78417266	29.49640288	NA	1.666666667	73.33333333	25	NA	5.882352941	82.35294118	11.76470588	NA	NA	NA	100	100	NA	NA	NA	23	84	13	198	50	5	230	46	2	1	97	41	NA	1	44	15	NA	1	14	2	NA	NA	NA	1	2	NA	NA	NA
mn	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mo	16.53543307	83.46456693	3.989361702	82.71276596	13.29787234	3.79403794	76.42276423	19.51219512	0.27100271	2.538071066	73.60406091	21.31979695	2.538071066	5.084745763	59.3220339	35.59322034	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	106	15	311	50	14	282	72	1	5	145	42	5	3	35	21	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu	11.94029851	88.05970149	5.755395683	69.0647482	25.17985612	1.923076923	81.73076923	16.34615385	NA	12.12121212	63.63636364	24.24242424	NA	10	75	15	NA	16.66666667	83.33333333	NA	NA	NA	NA	100	NA	NA	NA	NA	8	59	8	96	35	2	85	17	NA	4	21	8	NA	2	15	3	NA	1	5	NA	NA	NA	NA	1	NA	NA	NA	NA
na	10	90	6.557377049	71.31147541	22.13114754	5.208333333	71.875	21.875	1.041666667	5.454545455	60	32.72727273	1.818181818	10	40	50	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	5	45	8	87	27	5	69	21	1	3	33	18	1	2	8	10	NA	NA	6	NA	NA	NA	1	NA	NA	NA	NA	NA
ne	14.75409836	85.24590164	3.06122449	84.69387755	12.24489796	2.631578947	73.68421053	23.68421053	NA	4.285714286	64.28571429	30	1.428571429	NA	76.74418605	23.25581395	NA	NA	89.47368421	10.52631579	NA	NA	66.66666667	33.33333333	100	NA	NA	NA	9	52	3	83	12	3	84	27	NA	3	45	21	1	NA	33	10	NA	NA	17	2	NA	NA	2	1	2	NA	NA	NA
ni	10.86956522	89.13043478	10.63829787	68.08510638	21.27659574	NA	80.95238095	19.04761905	NA	NA	70	20	10	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	41	5	32	10	NA	34	8	NA	NA	7	2	1	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
no	9.090909091	90.90909091	3.816793893	80.15267176	16.03053435	6.140350877	78.07017544	15.78947368	NA	NA	81.81818182	18.18181818	NA	NA	70.58823529	29.41176471	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	5	50	5	105	21	7	89	18	NA	NA	45	10	NA	NA	12	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
