4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
dico	NA	50	50	NA	NA	2	2	NA
dida	NA	35.71428571	64.28571429	NA	NA	5	9	NA
didi	NA	NA	100	NA	NA	NA	1	NA
dido	NA	100	NA	NA	NA	2	NA	NA
didy	NA	NA	100	NA	NA	NA	1	NA
diec	NA	100	NA	NA	NA	4	NA	NA
dieg	NA	100	NA	NA	NA	1	NA	NA
dier	NA	100	NA	NA	NA	1	NA	NA
dies	NA	100	NA	NA	NA	3	NA	NA
diet	5.263157895	42.10526316	52.63157895	NA	1	8	10	NA
difa	NA	100	NA	NA	NA	1	NA	NA
dife	4.081632653	61.2244898	32.65306122	2.040816327	2	30	16	1
diff	4.545454545	72.72727273	21.59090909	1.136363636	4	64	19	1
difr	NA	100	NA	NA	NA	1	NA	NA
diga	NA	100	NA	NA	NA	2	NA	NA
dige	5	85	10	NA	1	17	2	NA
digi	5.555555556	83.33333333	11.11111111	NA	1	15	2	NA
dign	10	90	NA	NA	1	9	NA	NA
digo	NA	100	NA	NA	NA	1	NA	NA
digr	NA	85.71428571	14.28571429	NA	NA	6	1	NA
dila	6.12244898	77.55102041	16.32653061	NA	3	38	8	NA
dile	2.941176471	67.64705882	29.41176471	NA	1	23	10	NA
dili	NA	100	NA	NA	NA	5	NA	NA
dill	NA	100	NA	NA	NA	1	NA	NA
dilu	9.090909091	68.18181818	22.72727273	NA	2	15	5	NA
d'im	NA	100	NA	NA	NA	1	NA	NA
dima	11.11111111	88.88888889	NA	NA	1	8	NA	NA
dime	7.5	62.5	27.5	2.5	6	50	22	2
dimi	7.407407407	81.48148148	11.11111111	NA	2	22	3	NA
dimm	100	NA	NA	NA	1	NA	NA	NA
dimo	5.357142857	76.78571429	17.85714286	NA	3	43	10	NA
d'in	NA	100	NA	NA	NA	2	NA	NA
dina	11.53846154	53.84615385	34.61538462	NA	3	14	9	NA
dinc	NA	100	NA	NA	NA	1	NA	NA
dine	NA	100	NA	NA	NA	1	NA	NA
ding	NA	100	NA	NA	NA	1	NA	NA
dini	NA	100	NA	NA	NA	3	NA	NA
dino	NA	66.66666667	33.33333333	NA	NA	4	2	NA
dint	NA	100	NA	NA	NA	2	NA	NA
dioc	NA	83.33333333	16.66666667	NA	NA	5	1	NA
diod	NA	NA	100	NA	NA	NA	1	NA
diog	NA	NA	100	NA	NA	NA	1	NA
dioi	NA	NA	100	NA	NA	NA	1	NA
diom	NA	100	NA	NA	NA	1	NA	NA
dion	NA	57.14285714	42.85714286	NA	NA	4	3	NA
dior	NA	100	NA	NA	NA	1	NA	NA
dios	NA	NA	100	NA	NA	NA	1	NA
diot	NA	50	50	NA	NA	1	1	NA
di'p	100	NA	NA	NA	1	NA	NA	NA
d'ip	NA	NA	100	NA	NA	NA	1	NA
dipa	10	70	20	NA	1	7	2	NA
dipe	4.347826087	60.86956522	34.7826087	NA	1	14	8	NA
dipi	NA	61.11111111	38.88888889	NA	NA	11	7	NA
dipl	NA	68.75	31.25	NA	NA	11	5	NA
dipo	NA	100	NA	NA	NA	1	NA	NA
dipr	NA	100	NA	NA	NA	1	NA	NA
dira	6.666666667	80	13.33333333	NA	1	12	2	NA
dire	2	65	33	NA	2	65	33	NA
diri	2.325581395	69.76744186	27.90697674	NA	1	30	12	NA
dirl	NA	100	NA	NA	NA	1	NA	NA
diro	NA	100	NA	NA	NA	22	NA	NA
dirt	NA	100	NA	NA	NA	1	NA	NA
diru	NA	100	NA	NA	NA	1	NA	NA
disa	1.204819277	86.74698795	12.04819277	NA	1	72	10	NA
disb	NA	100	NA	NA	NA	3	NA	NA
disc	2.564102564	70.51282051	26.92307692	NA	4	110	42	NA
disd	NA	69.23076923	30.76923077	NA	NA	9	4	NA
dise	6.382978723	80.85106383	12.76595745	NA	3	38	6	NA
disf	NA	86.36363636	13.63636364	NA	NA	19	3	NA
disg	NA	93.33333333	6.666666667	NA	NA	28	2	NA
disi	1.19047619	91.66666667	7.142857143	NA	1	77	6	NA
disl	NA	77.77777778	22.22222222	NA	NA	7	2	NA
dism	NA	88.88888889	11.11111111	NA	NA	8	1	NA
disn	NA	50	50	NA	NA	2	2	NA
diso	4.347826087	78.26086957	17.39130435	NA	2	36	8	NA
disp	4.166666667	75	20.23809524	0.595238095	7	126	34	1
disq	NA	100	NA	NA	NA	3	NA	NA
diss	0.751879699	87.21804511	10.52631579	1.503759398	1	116	14	2
dist	2.916666667	72.91666667	24.16666667	NA	7	175	58	NA
disu	6.666666667	93.33333333	NA	NA	1	14	NA	NA
disv	NA	100	NA	NA	NA	4	NA	NA
dita	NA	100	NA	NA	NA	2	NA	NA
diti	NA	NA	100	NA	NA	NA	1	NA
dito	NA	100	NA	NA	NA	2	NA	NA
ditt	NA	88.88888889	11.11111111	NA	NA	8	1	NA
diur	NA	44.44444444	55.55555556	NA	NA	4	5	NA
diva	6.896551724	89.65517241	3.448275862	NA	2	26	1	NA
dive	5.223880597	73.88059701	20.14925373	0.746268657	7	99	27	1
divi	5.882352941	63.23529412	30.88235294	NA	4	43	21	NA
divo	5	82.5	12.5	NA	2	33	5	NA
divu	7.692307692	76.92307692	15.38461538	NA	1	10	2	NA
dizi	NA	100	NA	NA	NA	3	NA	NA
djaf	100	NA	NA	NA	1	NA	NA	NA
djam	NA	100	NA	NA	NA	1	NA	NA
djan	NA	100	NA	NA	NA	1	NA	NA
doar	100	NA	NA	NA	1	NA	NA	NA
dobb	NA	100	NA	NA	NA	1	NA	NA
dobl	NA	100	NA	NA	NA	2	NA	NA
docc	NA	100	NA	NA	NA	4	NA	NA
doce	NA	100	NA	NA	NA	4	NA	NA
doci	25	25	50	NA	1	1	2	NA
docu	NA	86.36363636	13.63636364	NA	NA	19	3	NA
doda	NA	100	NA	NA	NA	1	NA	NA
dode	NA	33.33333333	66.66666667	NA	NA	1	2	NA
dodi	NA	55.55555556	44.44444444	NA	NA	5	4	NA
dodo	NA	100	NA	NA	NA	1	NA	NA
doga	NA	100	NA	NA	NA	10	NA	NA
doge	NA	100	NA	NA	NA	2	NA	NA
dogl	NA	100	NA	NA	NA	3	NA	NA
dogm	NA	50	50	NA	NA	4	4	NA
dogo	NA	100	NA	NA	NA	1	NA	NA
dolc	NA	93.75	6.25	NA	NA	15	1	NA
dole	14.28571429	64.28571429	21.42857143	NA	2	9	3	NA
doli	NA	66.66666667	33.33333333	NA	NA	2	1	NA
doll	NA	NA	100	NA	NA	NA	2	NA
dolo	NA	87.5	12.5	NA	NA	14	2	NA
dolp	NA	100	NA	NA	NA	1	NA	NA
doma	7.894736842	76.31578947	15.78947368	NA	3	29	6	NA
dome	NA	46.15384615	53.84615385	NA	NA	6	7	NA
domi	6.25	77.08333333	14.58333333	2.083333333	3	37	7	1
domo	NA	50	50	NA	NA	1	1	NA
domp	NA	100	NA	NA	NA	1	NA	NA
domu	NA	100	NA	NA	NA	1	NA	NA
d'on	NA	100	NA	NA	NA	2	NA	NA
dona	15.625	68.75	15.625	NA	5	22	5	NA
dond	NA	64.28571429	28.57142857	7.142857143	NA	9	4	1
done	NA	100	NA	NA	NA	3	NA	NA
dong	NA	100	NA	NA	NA	3	NA	NA
doni	NA	100	NA	NA	NA	3	NA	NA
donl	100	NA	NA	NA	1	NA	NA	NA
donn	NA	87.5	12.5	NA	NA	14	2	NA
dono	NA	66.66666667	33.33333333	NA	NA	2	1	NA
donz	NA	100	NA	NA	NA	3	NA	NA
dopa	NA	100	NA	NA	NA	2	NA	NA
dopo	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
dopp	NA	96.42857143	3.571428571	NA	NA	27	1	NA
d'or	NA	100	NA	NA	NA	3	NA	NA
dora	NA	100	NA	NA	NA	9	NA	NA
dore	25	75	NA	NA	1	3	NA	NA
dori	7.692307692	61.53846154	30.76923077	NA	1	8	4	NA
dorm	13.51351351	75.67567568	10.81081081	NA	5	28	4	NA
doro	NA	100	NA	NA	NA	4	NA	NA
dors	NA	100	NA	NA	NA	5	NA	NA
doru	NA	100	NA	NA	NA	1	NA	NA
dosa	NA	100	NA	NA	NA	11	NA	NA
dose	NA	100	NA	NA	NA	2	NA	NA
doss	NA	100	NA	NA	NA	5	NA	NA
dost	NA	100	NA	NA	NA	1	NA	NA
dota	12.5	81.25	6.25	NA	2	13	1	NA
dote	NA	100	NA	NA	NA	2	NA	NA
dott	18.75	81.25	NA	NA	3	13	NA	NA
dova	NA	100	NA	NA	NA	1	NA	NA
dove	5.882352941	75	19.11764706	NA	4	51	13	NA
dovi	NA	100	NA	NA	NA	2	NA	NA
dovu	NA	100	NA	NA	NA	5	NA	NA
dozz	NA	100	NA	NA	NA	5	NA	NA
drac	NA	75	25	NA	NA	3	1	NA
drag	12.5	87.5	NA	NA	1	7	NA	NA
drak	100	NA	NA	NA	1	NA	NA	NA
dram	5	70	25	NA	1	14	5	NA
drap	NA	100	NA	NA	NA	10	NA	NA
dras	NA	20	80	NA	NA	1	4	NA
drav	NA	50	50	NA	NA	1	1	NA
dren	NA	100	NA	NA	NA	6	NA	NA
dres	NA	100	NA	NA	NA	1	NA	NA
dria	NA	NA	100	NA	NA	NA	2	NA
drib	NA	100	NA	NA	NA	3	NA	NA
drit	NA	100	NA	NA	NA	4	NA	NA
driz	16.66666667	83.33333333	NA	NA	1	5	NA	NA
droe	NA	100	NA	NA	NA	1	NA	NA
drog	NA	87.5	12.5	NA	NA	14	2	NA
drom	NA	100	NA	NA	NA	1	NA	NA
dros	NA	100	NA	NA	NA	1	NA	NA
drud	NA	100	NA	NA	NA	3	NA	NA
drui	NA	NA	100	NA	NA	NA	1	NA
drus	NA	100	NA	NA	NA	1	NA	NA
dual	NA	100	NA	NA	NA	1	NA	NA
dubb	NA	100	NA	NA	NA	7	NA	NA
dubi	6.666666667	53.33333333	33.33333333	6.666666667	1	8	5	1
dubl	NA	100	NA	NA	NA	2	NA	NA
duca	NA	100	NA	NA	NA	7	NA	NA
ducc	NA	100	NA	NA	NA	1	NA	NA
duce	NA	100	NA	NA	NA	1	NA	NA
duch	NA	100	NA	NA	NA	2	NA	NA
duec	NA	100	NA	NA	NA	9	NA	NA
duel	NA	100	NA	NA	NA	6	NA	NA
duem	NA	100	NA	NA	NA	1	NA	NA
duet	NA	100	NA	NA	NA	2	NA	NA
dugn	NA	100	NA	NA	NA	2	NA	NA
duil	NA	100	NA	NA	NA	1	NA	NA
duka	NA	100	NA	NA	NA	1	NA	NA
d'ul	NA	100	NA	NA	NA	1	NA	NA
dulb	NA	100	NA	NA	NA	1	NA	NA
dulc	NA	100	NA	NA	NA	1	NA	NA
duma	NA	100	NA	NA	NA	1	NA	NA
duna	NA	100	NA	NA	NA	1	NA	NA
dunq	NA	100	NA	NA	NA	1	NA	NA
duom	NA	100	NA	NA	NA	1	NA	NA
duop	NA	100	NA	NA	NA	1	NA	NA
dupl	8.333333333	75	16.66666667	NA	1	9	2	NA
d'ur	NA	100	NA	NA	NA	3	NA	NA
dura	18.91891892	64.86486486	16.21621622	NA	7	24	6	NA
durb	NA	100	NA	NA	NA	1	NA	NA
dure	16.66666667	50	33.33333333	NA	1	3	2	NA
durh	100	NA	NA	NA	1	NA	NA	NA
duro	16.66666667	83.33333333	NA	NA	1	5	NA	NA
duse	NA	100	NA	NA	NA	1	NA	NA
dutt	33.33333333	NA	66.66666667	NA	1	NA	2	NA
duty	NA	100	NA	NA	NA	1	NA	NA
eban	NA	75	25	NA	NA	3	1	NA
ebbe	NA	100	NA	NA	NA	1	NA	NA
ebbr	NA	100	NA	NA	NA	2	NA	NA
ebet	NA	NA	100	NA	NA	NA	1	NA
ebne	100	NA	NA	NA	1	NA	NA	NA
ebol	NA	50	50	NA	NA	1	1	NA
ebra	NA	20	80	NA	NA	1	4	NA
ebre	NA	100	NA	NA	NA	4	NA	NA
ebri	NA	NA	100	NA	NA	NA	1	NA
ebur	NA	NA	100	NA	NA	NA	2	NA
ecat	NA	100	NA	NA	NA	1	NA	NA
ecce	6	78	16	NA	3	39	8	NA
ecch	NA	NA	100	NA	NA	NA	1	NA
ecci	7.692307692	69.23076923	19.23076923	3.846153846	2	18	5	1
eccl	NA	55.55555556	44.44444444	NA	NA	5	4	NA
ecco	NA	18.18181818	81.81818182	NA	NA	2	9	NA
echa	NA	100	NA	NA	NA	2	NA	NA
eche	8.333333333	66.66666667	25	NA	1	8	3	NA
echi	NA	NA	100	NA	NA	NA	1	NA
echo	NA	100	NA	NA	NA	1	NA	NA
ecla	NA	100	NA	NA	NA	2	NA	NA
ecle	NA	33.33333333	66.66666667	NA	NA	2	4	NA
ecli	NA	100	NA	NA	NA	3	NA	NA
ecog	NA	66.66666667	33.33333333	NA	NA	2	1	NA
ecol	NA	53.33333333	46.66666667	NA	NA	8	7	NA
econ	7.142857143	57.14285714	35.71428571	NA	1	8	5	NA
ecos	NA	100	NA	NA	NA	3	NA	NA
ecot	NA	NA	100	NA	NA	NA	1	NA
e'cr	NA	100	NA	NA	NA	1	NA	NA
ecto	NA	100	NA	NA	NA	1	NA	NA
ecua	NA	NA	100	NA	NA	NA	1	NA
ecub	NA	100	NA	NA	NA	1	NA	NA
ecum	NA	NA	100	NA	NA	NA	3	NA
ecze	NA	100	NA	NA	NA	2	NA	NA
edag	NA	NA	100	NA	NA	NA	1	NA
edda	NA	100	NA	NA	NA	1	NA	NA
edem	NA	100	NA	NA	NA	3	NA	NA
eden	NA	100	NA	NA	NA	1	NA	NA
eder	NA	NA	100	NA	NA	NA	2	NA
edga	NA	100	NA	NA	NA	1	NA	NA
edic	NA	50	50	NA	NA	2	2	NA
edif	5.882352941	76.47058824	17.64705882	NA	1	13	3	NA
edil	10	90	NA	NA	1	9	NA	NA
edim	NA	100	NA	NA	NA	1	NA	NA
edip	NA	33.33333333	66.66666667	NA	NA	1	2	NA
edis	NA	NA	100	NA	NA	NA	1	NA
edit	NA	75	25	NA	NA	12	4	NA
ediz	NA	100	NA	NA	NA	2	NA	NA
edmo	NA	100	NA	NA	NA	3	NA	NA
edoa	NA	100	NA	NA	NA	2	NA	NA
edon	NA	60	40	NA	NA	3	2	NA
edot	NA	100	NA	NA	NA	2	NA	NA
educ	NA	96	4	NA	NA	24	1	NA
edul	NA	100	NA	NA	NA	3	NA	NA
edur	NA	100	NA	NA	NA	1	NA	NA
edwi	NA	100	NA	NA	NA	1	NA	NA
efeb	NA	NA	100	NA	NA	NA	2	NA
efed	NA	100	NA	NA	NA	1	NA	NA
efes	50	NA	50	NA	1	NA	1	NA
effe	7.894736842	81.57894737	10.52631579	NA	3	31	4	NA
effi	NA	73.33333333	26.66666667	NA	NA	11	4	NA
effl	NA	100	NA	NA	NA	2	NA	NA
effo	NA	NA	100	NA	NA	NA	1	NA
effr	NA	100	NA	NA	NA	1	NA	NA
effu	20	80	NA	NA	1	4	NA	NA
efis	NA	100	NA	NA	NA	1	NA	NA
egem	NA	50	50	NA	NA	3	3	NA
egeo	NA	100	NA	NA	NA	1	NA	NA
eger	NA	100	NA	NA	NA	1	NA	NA
egid	NA	66.66666667	33.33333333	NA	NA	2	1	NA
egis	NA	100	NA	NA	NA	2	NA	NA
egit	NA	50	50	NA	NA	1	1	NA
egiz	NA	100	NA	NA	NA	8	NA	NA
egla	NA	100	NA	NA	NA	1	NA	NA
egle	NA	100	NA	NA	NA	1	NA	NA
egli	NA	100	NA	NA	NA	11	NA	NA
egoc	NA	25	75	NA	NA	1	3	NA
egoi	NA	60	40	NA	NA	6	4	NA
egor	NA	100	NA	NA	NA	1	NA	NA
egot	NA	100	NA	NA	NA	1	NA	NA
egre	NA	100	NA	NA	NA	2	NA	NA
egua	6.25	81.25	12.5	NA	1	13	2	NA
eiac	NA	100	NA	NA	NA	1	NA	NA
eina	NA	100	NA	NA	NA	2	NA	NA
ekat	NA	100	NA	NA	NA	1	NA	NA
elab	11.76470588	70.58823529	11.76470588	5.882352941	2	12	2	1
elam	100	NA	NA	NA	1	NA	NA	NA
elar	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
elas	10	50	40	NA	1	5	4	NA
elba	NA	100	NA	NA	NA	1	NA	NA
elda	NA	100	NA	NA	NA	2	NA	NA
eldo	NA	100	NA	NA	NA	1	NA	NA
ele'	NA	100	NA	NA	NA	1	NA	NA
elea	NA	100	NA	NA	NA	1	NA	NA
elec	25	75	NA	NA	1	3	NA	NA
elef	NA	40	60	NA	NA	2	3	NA
eleg	4.347826087	65.2173913	30.43478261	NA	1	15	7	NA
elei	NA	NA	100	NA	NA	NA	1	NA
elek	NA	100	NA	NA	NA	1	NA	NA
elem	9.090909091	63.63636364	27.27272727	NA	1	7	3	NA
elen	11.76470588	76.47058824	11.76470588	NA	2	13	2	NA
eleo	NA	100	NA	NA	NA	1	NA	NA
elet	2.777777778	55.55555556	41.66666667	NA	2	40	30	NA
eleu	NA	100	NA	NA	NA	1	NA	NA
elev	5.882352941	88.23529412	5.882352941	NA	1	15	1	NA
elez	NA	100	NA	NA	NA	2	NA	NA
elfo	NA	100	NA	NA	NA	2	NA	NA
elga	NA	100	NA	NA	NA	1	NA	NA
elgr	NA	100	NA	NA	NA	1	NA	NA
elia	NA	75	25	NA	NA	3	1	NA
elic	NA	33.33333333	66.66666667	NA	NA	2	4	NA
elid	NA	100	NA	NA	NA	1	NA	NA
elig	NA	100	NA	NA	NA	1	NA	NA
elim	5.714285714	65.71428571	25.71428571	2.857142857	2	23	9	1
elio	NA	66.66666667	33.33333333	NA	NA	4	2	NA
elip	NA	100	NA	NA	NA	1	NA	NA
elis	8.333333333	91.66666667	NA	NA	1	11	NA	NA
elit	NA	100	NA	NA	NA	4	NA	NA
eliz	NA	100	NA	NA	NA	1	NA	NA
ella	NA	50	50	NA	NA	1	1	NA
elle	NA	40	60	NA	NA	4	6	NA
elli	NA	50	50	NA	NA	2	2	NA
elma	NA	100	NA	NA	NA	1	NA	NA
elme	33.33333333	66.66666667	NA	NA	1	2	NA	NA
elmi	NA	100	NA	NA	NA	1	NA	NA
elmo	NA	100	NA	NA	NA	2	NA	NA
elod	NA	100	NA	NA	NA	1	NA	NA
elog	NA	100	NA	NA	NA	9	NA	NA
eloi	NA	100	NA	NA	NA	1	NA	NA
eloq	NA	100	NA	NA	NA	5	NA	NA
elpi	NA	100	NA	NA	NA	1	NA	NA
elsa	NA	100	NA	NA	NA	1	NA	NA
else	NA	100	NA	NA	NA	2	NA	NA
eluc	NA	100	NA	NA	NA	1	NA	NA
elud	NA	40	60	NA	NA	2	3	NA
elue	NA	100	NA	NA	NA	1	NA	NA
elus	NA	100	NA	NA	NA	5	NA	NA
elve	NA	NA	100	NA	NA	NA	4	NA
elvi	NA	100	NA	NA	NA	4	NA	NA
elze	NA	100	NA	NA	NA	1	NA	NA
emac	NA	100	NA	NA	NA	2	NA	NA
eman	9.523809524	76.19047619	14.28571429	NA	2	16	3	NA
emar	NA	100	NA	NA	NA	7	NA	NA
emat	NA	75	25	NA	NA	6	2	NA
emba	NA	100	NA	NA	NA	1	NA	NA
embl	NA	42.85714286	57.14285714	NA	NA	3	4	NA
embo	NA	100	NA	NA	NA	1	NA	NA
embr	NA	100	NA	NA	NA	4	NA	NA
emen	NA	71.42857143	28.57142857	NA	NA	5	2	NA
emer	4.166666667	66.66666667	29.16666667	NA	1	16	7	NA
emes	NA	100	NA	NA	NA	1	NA	NA
emet	11.76470588	70.58823529	17.64705882	NA	2	12	3	NA
emic	NA	75	25	NA	NA	3	1	NA
emid	NA	100	NA	NA	NA	2	NA	NA
emig	5.882352941	70.58823529	23.52941176	NA	1	12	4	NA
emil	NA	100	NA	NA	NA	6	NA	NA
emin	NA	100	NA	NA	NA	6	NA	NA
emir	NA	100	NA	NA	NA	4	NA	NA
emis	NA	100	NA	NA	NA	8	NA	NA
emit	NA	100	NA	NA	NA	3	NA	NA
emiv	NA	100	NA	NA	NA	1	NA	NA
emma	NA	100	NA	NA	NA	1	NA	NA
emme	NA	100	NA	NA	NA	1	NA	NA
emmo	NA	NA	100	NA	NA	NA	1	NA
emod	NA	50	50	NA	NA	1	1	NA
emof	NA	NA	100	NA	NA	NA	3	NA
emog	NA	NA	100	NA	NA	NA	1	NA
emol	NA	66.66666667	33.33333333	NA	NA	2	1	NA
emor	NA	50	50	NA	NA	2	2	NA
emot	16.66666667	83.33333333	NA	NA	1	5	NA	NA
emoz	5.882352941	88.23529412	5.882352941	NA	1	15	1	NA
empe	NA	NA	100	NA	NA	NA	2	NA
empi	6.666666667	53.33333333	40	NA	1	8	6	NA
empo	NA	50	50	NA	NA	1	1	NA
emul	7.692307692	69.23076923	23.07692308	NA	1	9	3	NA
emun	NA	100	NA	NA	NA	1	NA	NA
enar	NA	100	NA	NA	NA	1	NA	NA
ence	NA	50	50	NA	NA	2	2	NA
enci	NA	50	50	NA	NA	4	4	NA
encl	NA	100	NA	NA	NA	1	NA	NA
enco	NA	NA	100	NA	NA	NA	1	NA
ende	NA	33.33333333	66.66666667	NA	NA	2	4	NA
endo	NA	53.33333333	46.66666667	NA	NA	8	7	NA
endr	NA	100	NA	NA	NA	1	NA	NA
endu	NA	100	NA	NA	NA	1	NA	NA
enea	NA	100	NA	NA	NA	1	NA	NA
enek	NA	100	NA	NA	NA	1	NA	NA
ener	NA	25	75	NA	NA	3	9	NA
enfa	NA	68.75	31.25	NA	NA	11	5	NA
enfi	33.33333333	66.66666667	NA	NA	1	2	NA	NA
enid	100	NA	NA	NA	1	NA	NA	NA
enig	NA	45.45454545	54.54545455	NA	NA	5	6	NA
enim	100	NA	NA	NA	1	NA	NA	NA
enna	NA	100	NA	NA	NA	1	NA	NA
enne	NA	33.33333333	66.66666667	NA	NA	1	2	NA
enni	NA	100	NA	NA	NA	2	NA	NA
enol	NA	20	80	NA	NA	1	4	NA
enor	20	80	NA	NA	1	4	NA	NA
enot	NA	50	50	NA	NA	2	2	NA
enri	NA	100	NA	NA	NA	3	NA	NA
ente	NA	100	NA	NA	NA	4	NA	NA
enti	100	NA	NA	NA	1	NA	NA	NA
ento	NA	20	80	NA	NA	1	4	NA
entr	8.333333333	77.08333333	14.58333333	NA	4	37	7	NA
entu	4.761904762	71.42857143	23.80952381	NA	1	15	5	NA
enuc	NA	NA	100	NA	NA	NA	2	NA
enum	NA	75	25	NA	NA	3	1	NA
enun	NA	87.5	12.5	NA	NA	7	1	NA
enur	NA	100	NA	NA	NA	1	NA	NA
envi	NA	100	NA	NA	NA	1	NA	NA
enza	NA	100	NA	NA	NA	1	NA	NA
enzi	NA	50	50	NA	NA	2	2	NA
enzo	NA	100	NA	NA	NA	1	NA	NA
eoli	NA	75	25	NA	NA	3	1	NA
eolo	NA	NA	100	NA	NA	NA	1	NA
epar	NA	100	NA	NA	NA	1	NA	NA
epat	NA	25	75	NA	NA	2	6	NA
epic	NA	62.5	37.5	NA	NA	5	3	NA
epid	NA	30.76923077	69.23076923	NA	NA	4	9	NA
epif	NA	66.66666667	33.33333333	NA	NA	2	1	NA
epig	NA	33.33333333	66.66666667	NA	NA	2	4	NA
epil	NA	20	80	NA	NA	1	4	NA
epin	NA	100	NA	NA	NA	1	NA	NA
epis	5.263157895	52.63157895	42.10526316	NA	1	10	8	NA
epit	NA	57.14285714	42.85714286	NA	NA	4	3	NA
epoc	NA	33.33333333	66.66666667	NA	NA	1	2	NA
epom	NA	100	NA	NA	NA	1	NA	NA
epon	NA	NA	100	NA	NA	NA	1	NA
epop	NA	100	NA	NA	NA	2	NA	NA
epos	NA	33.33333333	66.66666667	NA	NA	1	2	NA
eppo	NA	100	NA	NA	NA	1	NA	NA
eppu	50	50	NA	NA	1	1	NA	NA
epso	NA	100	NA	NA	NA	1	NA	NA
epur	20	80	NA	NA	1	4	NA	NA
equa	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
eque	NA	100	NA	NA	NA	2	NA	NA
equi	1.5625	89.0625	9.375	NA	1	57	6	NA
equo	NA	100	NA	NA	NA	3	NA	NA
erac	NA	NA	100	NA	NA	NA	1	NA
eral	NA	100	NA	NA	NA	1	NA	NA
eran	NA	100	NA	NA	NA	1	NA	NA
erar	NA	100	NA	NA	NA	3	NA	NA
eras	NA	100	NA	NA	NA	2	NA	NA
erat	NA	50	50	NA	NA	1	1	NA
erba	NA	50	50	NA	NA	4	4	NA
erbe	NA	100	NA	NA	NA	2	NA	NA
erbi	NA	25	75	NA	NA	1	3	NA
erbo	NA	100	NA	NA	NA	6	NA	NA
erco	NA	50	50	NA	NA	2	2	NA
ereb	NA	NA	100	NA	NA	NA	1	NA
erec	NA	100	NA	NA	NA	1	NA	NA
ered	17.39130435	69.56521739	13.04347826	NA	4	16	3	NA
erem	NA	33.33333333	66.66666667	NA	NA	1	2	NA
eres	NA	100	NA	NA	NA	2	NA	NA
eret	NA	71.42857143	28.57142857	NA	NA	5	2	NA
erez	NA	100	NA	NA	NA	2	NA	NA
erga	NA	60	40	NA	NA	3	2	NA
erge	NA	40	60	NA	NA	2	3	NA
ergo	NA	100	NA	NA	NA	2	NA	NA
eric	NA	25	75	NA	NA	1	3	NA
erid	NA	100	NA	NA	NA	1	NA	NA
erig	NA	63.63636364	36.36363636	NA	NA	7	4	NA
erik	NA	33.33333333	66.66666667	NA	NA	1	2	NA
eril	100	NA	NA	NA	1	NA	NA	NA
erin	50	50	NA	NA	1	1	NA	NA
erit	NA	100	NA	NA	NA	5	NA	NA
erma	NA	100	NA	NA	NA	4	NA	NA
erme	7.142857143	64.28571429	28.57142857	NA	1	9	4	NA
ermi	NA	100	NA	NA	NA	1	NA	NA
erne	NA	100	NA	NA	NA	3	NA	NA
erni	NA	100	NA	NA	NA	2	NA	NA
erod	NA	14.28571429	85.71428571	NA	NA	1	6	NA
eroe	NA	100	NA	NA	NA	2	NA	NA
erog	NA	81.81818182	9.090909091	9.090909091	NA	9	1	1
eroi	NA	45.45454545	54.54545455	NA	NA	5	6	NA
erom	NA	100	NA	NA	NA	1	NA	NA
eros	NA	100	NA	NA	NA	3	NA	NA
erot	NA	45.45454545	54.54545455	NA	NA	5	6	NA
erra	NA	86.66666667	13.33333333	NA	NA	13	2	NA
erre	NA	100	NA	NA	NA	1	NA	NA
erri	NA	100	NA	NA	NA	2	NA	NA
erro	NA	100	NA	NA	NA	5	NA	NA
erse	NA	100	NA	NA	NA	1	NA	NA
ersi	NA	100	NA	NA	NA	3	NA	NA
erta	NA	100	NA	NA	NA	1	NA	NA
erto	NA	100	NA	NA	NA	1	NA	NA
erud	NA	100	NA	NA	NA	6	NA	NA
erup	NA	100	NA	NA	NA	1	NA	NA
erut	NA	100	NA	NA	NA	4	NA	NA
eruz	NA	100	NA	NA	NA	2	NA	NA
erzi	NA	100	NA	NA	NA	1	NA	NA
esac	NA	100	NA	NA	NA	3	NA	NA
esag	NA	80.95238095	14.28571429	4.761904762	NA	17	3	1
esal	8	80	12	NA	2	20	3	NA
esam	6.666666667	70	20	3.333333333	2	21	6	1
esan	NA	66.66666667	33.33333333	NA	NA	2	1	NA
esas	6.25	68.75	25	NA	1	11	4	NA
esat	NA	100	NA	NA	NA	11	NA	NA
esau	10	86.66666667	3.333333333	NA	3	26	1	NA
esbo	NA	100	NA	NA	NA	2	NA	NA
esca	NA	75	25	NA	NA	6	2	NA
esch	NA	66.66666667	33.33333333	NA	NA	2	1	NA
esci	NA	100	NA	NA	NA	1	NA	NA
escl	4.166666667	70.83333333	25	NA	2	34	12	NA
esco	9.090909091	81.81818182	NA	9.090909091	1	9	NA	1
escr	NA	100	NA	NA	NA	4	NA	NA
escu	NA	85.71428571	14.28571429	NA	NA	6	1	NA
esec	NA	84.61538462	15.38461538	NA	NA	11	2	NA
esed	NA	100	NA	NA	NA	1	NA	NA
eseg	14.28571429	76.19047619	9.523809524	NA	3	16	2	NA
