ending	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	C_%APULT_Tk	E_%ULT_Tk	E_%PULT_Tk	E_%APULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	N_%APULT_Tk	NU_%PULT_Tk	NU_%APULT_Tk	P_%PULT_Tk	P_%APULT_Tk	R_%PULT_Tk	S_%ULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_%PULT_Tk	X_%APULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	C_nAPULT_Tk	E_nULT_Tk	E_nPULT_Tk	E_nAPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	N_nAPULT_Tk	NU_nPULT_Tk	NU_nAPULT_Tk	P_nPULT_Tk	P_nAPULT_Tk	R_nPULT_Tk	S_nULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk	X_nPULT_Tk	X_nAPULT_Tk
eki	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eko	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0	NA	NA	NA	NA	NA	NA
ela	NA	NA	NA	NA	0	75.5681818181818	24.4318181818182	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	31.3458262350937	57.5809199318569	11.0732538330494	NA	NA	NA	NA	NA	NA	0	266	86	0	18	0	NA	NA	20	0	NA	NA	NA	NA	NA	0	484	0	0	0	184	338	65	NA	NA
ele	NA	NA	NA	NA	0	97.5124378109453	2.48756218905473	0	99.4444444444444	0.555555555555556	NA	NA	100	0	NA	NA	NA	NA	NA	0	99.6784565916399	0.321543408360129	0	0	0	100	0	NA	NA	NA	NA	NA	NA	0	784	20	0	179	1	NA	NA	13	0	NA	NA	NA	NA	NA	0	310	1	0	0	0	128	0	NA	NA
eli	NA	NA	NA	NA	0	77.9220779220779	22.0779220779221	0	98.4615384615385	1.53846153846154	NA	NA	100	0	NA	NA	NA	NA	NA	0	77.3279352226721	22.6720647773279	0	0	4.34782608695652	95.1086956521739	0.543478260869565	NA	NA	NA	NA	NA	NA	0	60	17	0	64	1	NA	NA	7	0	NA	NA	NA	NA	NA	0	191	56	0	0	8	175	1	NA	NA
elo	NA	NA	NA	NA	0	17.6829268292683	82.3170731707317	0	100	0	100	0	100	0	NA	NA	NA	NA	NA	0	91.7391304347826	8.26086956521739	0	0	1.86567164179104	91.4179104477612	6.71641791044776	NA	NA	NA	NA	NA	NA	0	58	270	0	39	0	2	0	75	0	NA	NA	NA	NA	NA	0	633	57	0	0	5	245	18	NA	NA
ema	NA	NA	NA	NA	0	98.4126984126984	1.58730158730159	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	79.7092288242731	20.2907711757269	0	0	100	0	0	100	0	NA	NA	NA	NA	0	248	4	0	163	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2522	642	0	0	22	0	0	1	0
eme	100	0	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	100	0	NA	0	100	0	0	0	100	0	0	NA	NA	1959	0	NA	NA	NA	NA	NA	0	37	0	NA	NA	NA	NA	NA	NA	5	0	NA	0	187	0	0	0	128	0	0	NA	NA
emi	100	0	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	10.2564102564103	89.7435897435898	0	NA	NA	1	0	NA	NA	0	35	0	0	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1533	0	0	0	12	105	0	NA	NA
emo	NA	NA	NA	NA	0	99.4444444444444	0.555555555555556	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	84.0909090909091	15.9090909090909	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	179	1	0	149	0	NA	NA	1	0	NA	NA	NA	NA	NA	0	37	7	0	0	1199	0	0	NA	NA
ena	100	0	100	0	0	69.2307692307692	30.7692307692308	0	97.5770925110132	2.42290748898678	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99.8010610079576	0.19893899204244	0	0	100	0	0	NA	NA	847	0	224	0	0	306	136	0	443	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1505	3	0	0	65	0	0	NA	NA
ene	100	0	100	0	0	95.1456310679612	4.85436893203883	0	92.5675675675676	7.43243243243243	100	0	100	0	NA	NA	NA	NA	NA	0	98.74715261959	1.25284738041002	0	0	87.9916705229061	9.87968533086534	2.1286441462286	NA	NA	1523	0	203	0	0	196	10	0	137	11	33	0	35	0	NA	NA	NA	NA	NA	0	867	11	0	0	3803	427	92	NA	NA
eni	NA	NA	NA	NA	0	100	0	0	89.1025641025641	10.8974358974359	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	77.5919732441472	22.4080267558528	0	0	100	0	0	100	0	NA	NA	NA	NA	0	30	0	0	139	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	464	134	0	0	109	0	0	2	0
eno	100	0	100	0	0	100	0	0	98.4210526315789	1.57894736842105	NA	NA	100	0	NA	NA	100	0	NA	0	72.2376973073352	27.7623026926648	0	0	100	0	0	NA	NA	4081	0	22	0	0	119	0	0	748	12	NA	NA	5	0	NA	NA	7	0	NA	0	778	299	0	0	4	0	0	NA	NA
enu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	0	0	0	NA	NA	NA	NA	NA	NA
epa	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	0	4	0	0	NA	NA
epe	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	137	0	0	NA	NA	NA	NA	NA	NA
epi	NA	NA	NA	NA	25	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	0	0	NA	NA	NA	NA	NA	NA
epo	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
era	72.1212121212121	27.8787878787879	0	100	0	69.4581280788177	30.5418719211823	0	73.2062780269058	26.7937219730942	100	0	NA	NA	NA	NA	NA	NA	NA	0	63.8710893328308	36.1289106671692	0	0	97.0036384390383	2.99636156096169	0	100	0	119	46	0	1	0	423	186	0	1306	478	13	0	NA	NA	NA	NA	NA	NA	NA	0	3389	1917	0	0	13597	420	0	3	0
ere	0	100	NA	NA	10.8597285067873	29.4117647058824	59.7285067873303	0	71.214953271028	28.785046728972	100	0	NA	NA	NA	NA	NA	NA	NA	0.0147102088849662	52.4271844660194	47.5581053250956	0	0	21.3733733733734	78.6266266266266	0	NA	NA	0	1	NA	NA	24	65	132	0	381	154	4	0	NA	NA	NA	NA	NA	NA	NA	1	3564	3233	0	0	5338	19637	0	NA	NA
eri	99.9578592498946	0.0421407501053519	NA	NA	0	77.1739130434783	22.8260869565217	0	68.9119170984456	31.0880829015544	NA	NA	NA	NA	100	0	NA	NA	NA	0	67.0984455958549	32.9015544041451	0	0	61.71875	38.28125	0	NA	NA	2372	1	NA	NA	0	426	126	0	665	300	NA	NA	NA	NA	2	0	NA	NA	NA	0	2331	1143	0	0	79	49	0	NA	NA
ero	100	0	100	0	0	87.1886120996441	12.8113879003559	0	79.5960287572749	20.4039712427251	100	0	NA	NA	100	0	NA	NA	NA	0	42.5123422929237	57.4876577070762	0	0	18.6914235190097	81.3085764809903	0	NA	NA	795	0	156	0	0	490	72	0	2325	596	1	0	NA	NA	148	0	NA	NA	NA	0	1550	2096	0	0	1057	4598	0	NA	NA
esa	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	197	0	0	245	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3306	0	0	0	701	0	0	NA	NA
ese	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	521	0	0	2323	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3478	0	0	0	985	0	0	NA	NA
esi	NA	NA	NA	NA	0	98.5185185185185	1.48148148148148	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80.4863756226194	19.5136243773806	0	0	95.4887218045113	4.51127819548872	0	NA	NA	NA	NA	NA	NA	0	266	4	0	806	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2747	666	0	0	635	30	0	NA	NA
eso	100	0	NA	NA	0	82.3529411764706	17.6470588235294	0	100	0	NA	NA	100	0	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	12	0	NA	NA	0	14	3	0	392	0	NA	NA	4	0	NA	NA	NA	NA	NA	0	349	0	0	0	2727	0	0	NA	NA
eta	NA	NA	100	0	0	98.8372093023256	1.16279069767442	0	93.2114882506527	6.78851174934726	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	64.4859813084112	35.5140186915888	0	NA	NA	NA	NA	1	0	0	85	1	0	357	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	749	0	0	0	69	38	0	NA	NA
ete	NA	NA	NA	NA	0	100	0	0	95.3271028037383	4.67289719626168	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	89.5989974937343	10.4010025062657	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	148	0	0	102	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	715	83	0	0	1940	0	0	NA	NA
eti	NA	NA	NA	NA	0	100	0	0	96.0591133004926	3.94088669950739	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	91.9454770755886	8.0545229244114	0	0	77.7777777777778	22.2222222222222	0	NA	NA	NA	NA	NA	NA	0	42	0	0	195	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	742	65	0	0	7	2	0	NA	NA
eto	NA	NA	NA	NA	0	51.7094017094017	48.2905982905983	0	95.2095808383233	4.79041916167665	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96.1791831357049	3.82081686429513	0	0	90.1960784313726	9.80392156862745	0	100	0	NA	NA	NA	NA	0	121	113	0	477	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	730	29	0	0	46	5	0	1	0
eva	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	91	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	0	13729	0	0	NA	NA
eve	100	0	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	2	0	NA	NA	0	45	0	0	521	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	228	0	0	0	1569	0	0	NA	NA
evi	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	60.3481624758221	39.6518375241779	0	NA	NA	NA	NA	NA	NA	0	63	0	0	110	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	108	0	0	0	312	205	0	NA	NA
evo	NA	NA	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	112	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	297	0	0	0	2501	0	0	NA	NA
ezi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
i'i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
i'o	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
iba	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	0	5	0	0	NA	NA
ibe	NA	NA	NA	NA	0	33.3333333333333	66.6666666666667	0	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
ibi	NA	NA	NA	NA	0	25	75	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61.9834710743802	38.0165289256198	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	4	12	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	46	0	0	1	0	0	NA	NA
ibo	NA	NA	NA	NA	0	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	169	0	0	NA	NA	NA	NA	NA	NA
ibu	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ica	100	0	NA	NA	0	13.6085626911315	86.3914373088685	0	3.48949031460365	96.5105096853964	NA	NA	0	100	NA	NA	NA	NA	NA	0	7.71092111630908	92.2890788836909	0	0	7.18276137270551	92.8172386272945	0	75	25	95	0	NA	NA	0	178	1130	0	254	7025	NA	NA	0	33	NA	NA	NA	NA	NA	0	478	5721	0	0	90	1163	0	3	1
ice	100	0	NA	NA	0	86.1111111111111	13.8888888888889	0	52.4604569420035	47.5395430579965	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47.6930105070809	52.3069894929191	0	0	100	0	0	0	100	2	0	NA	NA	0	217	35	0	597	541	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1044	1145	0	0	2068	0	0	0	3
ici	NA	NA	NA	NA	0	11.7021276595745	88.2978723404255	0	6.14214682655747	93.8578531734425	NA	NA	5.88235294117647	94.1176470588235	0	100	NA	NA	NA	0	42.395240558717	57.5788929125711	0.0258665287118469	0	85.7142857142857	14.2857142857143	0	NA	NA	NA	NA	NA	NA	0	11	83	0	210	3209	NA	NA	1	16	0	819	NA	NA	NA	0	1639	2226	1	0	48	8	0	NA	NA
ico	NA	NA	NA	NA	0	47.4747474747475	52.5252525252525	0	2.5297619047619	97.4702380952381	0	100	0	100	NA	NA	NA	NA	NA	0	19.1694099772094	80.8305900227906	0	0	80.1346801346801	19.8653198653199	0	NA	NA	NA	NA	NA	NA	0	470	520	0	204	7860	0	1	0	47	NA	NA	NA	NA	NA	0	757	3192	0	0	238	59	0	NA	NA
icu	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ida	NA	NA	NA	NA	2.05479452054794	27.3972602739726	70.5479452054795	0	6.57698056801196	93.423019431988	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	96.3414634146341	3.65853658536585	0	0	88.7096774193548	11.2903225806452	0	NA	NA	NA	NA	NA	NA	3	40	103	0	44	625	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	711	27	0	0	220	28	0	NA	NA
ide	NA	NA	NA	NA	0	9.52380952380952	90.4761904761905	0	7.08661417322835	92.9133858267717	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46.0144927536232	53.9855072463768	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	10	95	0	18	236	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	127	149	0	0	596	0	0	NA	NA
idi	NA	NA	NA	NA	0	76.4705882352941	23.5294117647059	0	5.64263322884013	94.3573667711599	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52.3929471032746	47.6070528967254	0	0	94.4444444444444	5.55555555555556	0	NA	NA	NA	NA	NA	NA	0	26	8	0	18	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	208	189	0	0	85	5	0	NA	NA
ido	0	100	NA	NA	0	82.2429906542056	17.7570093457944	0	3.31890331890332	96.6810966810967	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40.5829596412556	59.4170403587444	0	0	95.0819672131148	4.91803278688525	0	100	0	0	1	NA	NA	0	176	38	0	23	670	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	181	265	0	0	58	3	0	2	0
ifa	NA	NA	NA	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	0	0	3	0	0	NA	NA
ife	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ifi	NA	NA	NA	NA	0	100	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	3	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0	0	1	0	0	NA	NA
ifo	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	0	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	0	0	1	0	0	NA	NA
iga	NA	NA	NA	NA	0	99.375	0.625	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	94.7368421052632	5.26315789473684	0	0	19.5652173913043	80.4347826086957	0	100	0	NA	NA	NA	NA	0	159	1	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	4	0	0	9	37	0	1	0
ige	NA	NA	NA	NA	0	13.6363636363636	86.3636363636364	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1818181818182	63.6363636363636	18.1818181818182	0	0	97.8260869565217	2.17391304347826	0	NA	NA	NA	NA	NA	NA	0	3	19	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	2	0	0	90	2	0	NA	NA
igi	NA	NA	NA	NA	0	99.4146341463415	0.585365853658537	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1019	6	0	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	NA	NA	NA	NA	NA	NA
igo	NA	NA	NA	NA	0	89.6969696969697	10.3030303030303	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25.9615384615385	74.0384615384615	0	0	93.3333333333333	6.66666666666667	0	NA	NA	NA	NA	NA	NA	0	148	17	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	154	0	0	14	1	0	NA	NA
ihi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ijo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	NA	NA	NA	NA	NA	NA
ika	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	NA	NA	NA	NA	NA	NA
ike	NA	NA	NA	NA	66.6666666666667	0	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA
iki	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0
iko	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ila	NA	NA	NA	NA	0	67.910447761194	32.089552238806	0	54.5454545454545	45.4545454545455	NA	NA	NA	NA	100	0	NA	NA	NA	0	84.1509433962264	15.8490566037736	0	0	53.2374100719424	46.7625899280576	0	NA	NA	NA	NA	NA	NA	0	91	43	0	6	5	NA	NA	NA	NA	1619	0	NA	NA	NA	0	223	42	0	0	74	65	0	NA	NA
ile	0	100	NA	NA	0	90.9090909090909	9.09090909090909	0	13.2398071021482	86.7601928978518	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0486381322957198	54.9610894941634	44.9902723735409	0	0	0	100	0	0	100	0	3	NA	NA	0	160	16	0	1208	7916	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1130	925	0	0	0	2	0	0	2
ili	0	100	NA	NA	0	85.3658536585366	14.6341463414634	0	12.8497072218608	87.1502927781392	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29.5843520782396	70.4156479217604	0	0	33.3333333333333	66.6666666666667	0	NA	NA	0	1	NA	NA	0	35	6	0	395	2679	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	363	864	0	0	3	6	0	NA	NA
ilo	NA	NA	NA	NA	0	88.4615384615385	11.5384615384615	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	95.3596287703016	4.64037122969838	0	0	36.3636363636364	63.6363636363636	0	NA	NA	NA	NA	NA	NA	0	46	6	0	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	411	20	0	0	8	14	0	NA	NA
ima	100	0	NA	NA	0	73.75	26.25	0	65.9786476868327	34.0213523131673	NA	NA	62.2047244094488	37.7952755905512	0	100	100	0	NA	0	43.5379644588045	56.4620355411955	0	0	40.6779661016949	59.3220338983051	0	NA	NA	2855	0	NA	NA	0	59	21	0	3708	1912	NA	NA	79	48	0	3	17	0	NA	0	539	699	0	0	24	35	0	NA	NA
ime	0	100	NA	NA	0	100	0	0	38.7378640776699	61.2621359223301	NA	NA	60	40	100	0	NA	NA	NA	0.388098318240621	39.0685640362225	60.5433376455369	0	0.961538461538462	99.0384615384615	0	0	NA	NA	0	2	NA	NA	0	1	0	0	399	631	NA	NA	12	8	1	0	NA	NA	NA	3	302	468	0	1	103	0	0	NA	NA
imi	NA	NA	NA	NA	0	60	40	0	34.617442482611	65.382557517389	NA	NA	81.25	18.75	NA	NA	NA	NA	NA	0	38.75	61.25	0	0	9.09090909090909	90.9090909090909	0	NA	NA	NA	NA	NA	NA	0	3	2	0	647	1222	NA	NA	39	9	NA	NA	NA	NA	NA	0	124	196	0	0	3	30	0	NA	NA
imo	0	100	NA	NA	0	4.79302832244009	95.2069716775599	0	45.5776173285199	54.4223826714801	0	100	65.1685393258427	34.8314606741573	0	100	NA	NA	NA	0	6.51607298001738	93.4839270199826	0	0	6.2780269058296	93.7219730941704	0	NA	NA	0	87	NA	NA	0	22	437	0	2020	2412	0	2	116	62	0	4	NA	NA	NA	0	75	1076	0	0	14	209	0	NA	NA
ina	100	0	NA	NA	0	98.4953703703704	1.50462962962963	0	99.1513437057991	0.848656294200849	NA	NA	NA	NA	100	0	NA	NA	NA	0	82.6473859844271	17.3526140155729	0	0	48.7619047619048	51.2380952380952	0	NA	NA	62	0	NA	NA	0	1702	26	0	701	6	NA	NA	NA	NA	36	0	NA	NA	NA	0	4458	936	0	0	256	269	0	NA	NA
ine	100	0	NA	NA	0	61.3861386138614	38.6138613861386	0	85.2691218130312	14.7308781869688	0	100	100	0	100	0	100	0	NA	0.117693213024716	51.7850137308749	48.0972930561004	0	0	0	100	0	NA	NA	547	0	NA	NA	0	124	78	0	301	52	0	9	3	0	14	0	4	0	NA	9	3960	3678	0	0	0	1	0	NA	NA
