4lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
arci	NA	NA	100	NA	NA	NA	2	NA
arco	NA	100	NA	NA	NA	3	NA	NA
arcu	NA	100	NA	NA	NA	1	NA	NA
arde	NA	66.66666667	33.33333333	NA	NA	4	2	NA
ardi	NA	100	NA	NA	NA	3	NA	NA
area	NA	NA	100	NA	NA	NA	2	NA
arge	NA	100	NA	NA	NA	1	NA	NA
argi	NA	50	50	NA	NA	2	2	NA
argo	NA	100	NA	NA	NA	2	NA	NA
aria	NA	100	NA	NA	NA	2	NA	NA
arid	NA	NA	100	NA	NA	NA	4	NA
arie	NA	100	NA	NA	NA	1	NA	NA
arin	NA	100	NA	NA	NA	2	NA	NA
arit	NA	NA	100	NA	NA	NA	1	NA
arma	5.555555556	88.88888889	5.555555556	NA	1	16	1	NA
armo	NA	100	NA	NA	NA	1	NA	NA
arne	NA	100	NA	NA	NA	2	NA	NA
arra	8.823529412	70.58823529	17.64705882	2.941176471	3	24	6	1
arre	8.823529412	67.64705882	23.52941176	NA	3	23	8	NA
arri	11.9047619	69.04761905	19.04761905	NA	5	29	8	NA
arro	9.090909091	86.36363636	4.545454545	NA	2	19	1	NA
arru	NA	88.88888889	11.11111111	NA	NA	8	1	NA
arte	NA	100	NA	NA	NA	2	NA	NA
arti	NA	53.33333333	46.66666667	NA	NA	8	7	NA
arto	NA	100	NA	NA	NA	2	NA	NA
asce	NA	100	NA	NA	NA	2	NA	NA
asci	5.555555556	83.33333333	11.11111111	NA	1	15	2	NA
asco	3.448275862	75.86206897	20.68965517	NA	1	22	6	NA
asfa	NA	100	NA	NA	NA	3	NA	NA
asil	NA	100	NA	NA	NA	1	NA	NA
asin	NA	50	50	NA	NA	2	2	NA
aspe	5.714285714	77.14285714	17.14285714	NA	2	27	6	NA
aspi	16.66666667	66.66666667	16.66666667	NA	1	4	1	NA
aspr	NA	100	NA	NA	NA	3	NA	NA
assa	11.53846154	73.07692308	15.38461538	NA	3	19	4	NA
asse	5	90	5	NA	1	18	1	NA
assi	8	68	24	NA	2	17	6	NA
asso	NA	84	16	NA	NA	21	4	NA
assu	NA	78.57142857	21.42857143	NA	NA	11	3	NA
asta	NA	100	NA	NA	NA	2	NA	NA
astr	NA	53.84615385	46.15384615	NA	NA	7	6	NA
astu	NA	100	NA	NA	NA	7	NA	NA
atle	NA	50	50	NA	NA	3	3	NA
atmo	NA	20	80	NA	NA	1	4	NA
atom	NA	NA	100	NA	NA	NA	5	NA
atri	NA	100	NA	NA	NA	2	NA	NA
atro	NA	100	NA	NA	NA	1	NA	NA
atta	4	76	20	NA	1	19	5	NA
atte	4.761904762	73.80952381	21.42857143	NA	2	31	9	NA
atti	15	60	25	NA	3	12	5	NA
atto	NA	75	25	NA	NA	6	2	NA
attr	5.405405405	78.37837838	16.21621622	NA	2	29	6	NA
attu	NA	85.71428571	14.28571429	NA	NA	6	1	NA
augu	9.090909091	63.63636364	27.27272727	NA	1	7	3	NA
aula	NA	100	NA	NA	NA	2	NA	NA
aume	9.090909091	63.63636364	27.27272727	NA	1	7	3	NA
auro	NA	100	NA	NA	NA	1	NA	NA
aust	NA	100	NA	NA	NA	5	NA	NA
aute	NA	NA	100	NA	NA	NA	4	NA
auti	NA	100	NA	NA	NA	2	NA	NA
auto	4.166666667	45.83333333	50	NA	1	11	12	NA
autu	NA	100	NA	NA	NA	3	NA	NA
avan	5.555555556	72.22222222	22.22222222	NA	1	13	4	NA
avar	NA	100	NA	NA	NA	3	NA	NA
aven	NA	100	NA	NA	NA	1	NA	NA
aver	6.666666667	75	18.33333333	NA	4	45	11	NA
avor	NA	100	NA	NA	NA	1	NA	NA
avve	8.474576271	86.44067797	5.084745763	NA	5	51	3	NA
avvi	10.16949153	66.10169492	23.72881356	NA	6	39	14	NA
avvo	6.25	68.75	25	NA	1	11	4	NA
azie	NA	100	NA	NA	NA	1	NA	NA
azio	NA	100	NA	NA	NA	7	NA	NA
azzu	NA	66.66666667	33.33333333	NA	NA	4	2	NA
babb	NA	100	NA	NA	NA	2	NA	NA
babi	NA	100	NA	NA	NA	2	NA	NA
baby	NA	100	NA	NA	NA	1	NA	NA
bacc	NA	100	NA	NA	NA	6	NA	NA
baci	10.52631579	73.68421053	15.78947368	NA	2	14	3	NA
baco	NA	100	NA	NA	NA	2	NA	NA
bada	9.090909091	63.63636364	27.27272727	NA	1	7	3	NA
badi	NA	100	NA	NA	NA	1	NA	NA
baff	NA	100	NA	NA	NA	3	NA	NA
baga	NA	100	NA	NA	NA	2	NA	NA
bagn	6.25	87.5	6.25	NA	1	14	1	NA
baia	NA	100	NA	NA	NA	2	NA	NA
balb	16.66666667	83.33333333	NA	NA	1	5	NA	NA
balc	NA	100	NA	NA	NA	2	NA	NA
bald	NA	100	NA	NA	NA	1	NA	NA
bale	NA	100	NA	NA	NA	3	NA	NA
bali	NA	100	NA	NA	NA	1	NA	NA
ball	6.666666667	80	13.33333333	NA	1	12	2	NA
balz	10	70	20	NA	1	7	2	NA
bamb	NA	81.81818182	18.18181818	NA	NA	9	2	NA
bana	NA	75	25	NA	NA	3	1	NA
banc	NA	100	NA	NA	NA	12	NA	NA
band	NA	100	NA	NA	NA	8	NA	NA
bang	NA	100	NA	NA	NA	1	NA	NA
bara	NA	50	50	NA	NA	2	2	NA
barb	NA	66.66666667	33.33333333	NA	NA	6	3	NA
barc	12.5	87.5	NA	NA	1	7	NA	NA
bari	NA	100	NA	NA	NA	3	NA	NA
baro	NA	100	NA	NA	NA	2	NA	NA
barr	NA	100	NA	NA	NA	2	NA	NA
barz	NA	100	NA	NA	NA	2	NA	NA
basa	NA	77.77777778	22.22222222	NA	NA	7	2	NA
base	NA	66.66666667	NA	33.33333333	NA	2	NA	1
bask	NA	100	NA	NA	NA	1	NA	NA
bass	NA	100	NA	NA	NA	6	NA	NA
bast	4.761904762	71.42857143	23.80952381	NA	1	15	5	NA
batt	8.108108108	59.45945946	32.43243243	NA	3	22	12	NA
batu	NA	NA	100	NA	NA	NA	2	NA
baul	NA	100	NA	NA	NA	1	NA	NA
beat	NA	100	NA	NA	NA	4	NA	NA
becc	7.142857143	78.57142857	14.28571429	NA	1	11	2	NA
befa	NA	100	NA	NA	NA	1	NA	NA
bell	NA	69.23076923	30.76923077	NA	NA	9	4	NA
belv	NA	100	NA	NA	NA	2	NA	NA
benc	100	NA	NA	NA	1	NA	NA	NA
bene	NA	86.66666667	13.33333333	NA	NA	13	2	NA
bens	100	NA	NA	NA	1	NA	NA	NA
bent	NA	100	NA	NA	NA	3	NA	NA
benv	NA	100	NA	NA	NA	3	NA	NA
benz	NA	100	NA	NA	NA	1	NA	NA
bere	4.166666667	75	20.83333333	NA	1	18	5	NA
berr	NA	100	NA	NA	NA	3	NA	NA
bers	NA	100	NA	NA	NA	1	NA	NA
best	NA	100	NA	NA	NA	10	NA	NA
betu	NA	100	NA	NA	NA	2	NA	NA
beva	NA	100	NA	NA	NA	2	NA	NA
bian	NA	77.77777778	22.22222222	NA	NA	7	2	NA
bibb	NA	100	NA	NA	NA	1	NA	NA
bibi	NA	NA	100	NA	NA	NA	2	NA
bibl	NA	100	NA	NA	NA	3	NA	NA
bicc	25	75	NA	NA	1	3	NA	NA
bici	NA	100	NA	NA	NA	2	NA	NA
bide	NA	100	NA	NA	NA	1	NA	NA
bido	NA	100	NA	NA	NA	2	NA	NA
bigi	NA	100	NA	NA	NA	4	NA	NA
bigl	NA	100	NA	NA	NA	6	NA	NA
bign	100	NA	NA	NA	1	NA	NA	NA
bila	NA	100	NA	NA	NA	1	NA	NA
bimb	NA	100	NA	NA	NA	4	NA	NA
bina	NA	100	NA	NA	NA	2	NA	NA
bion	NA	80	20	NA	NA	4	1	NA
birb	NA	100	NA	NA	NA	1	NA	NA
biri	NA	100	NA	NA	NA	3	NA	NA
biro	NA	100	NA	NA	NA	1	NA	NA
birr	NA	100	NA	NA	NA	2	NA	NA
bisb	25	50	25	NA	1	2	1	NA
bisc	NA	100	NA	NA	NA	2	NA	NA
bisn	NA	100	NA	NA	NA	3	NA	NA
biso	11.11111111	88.88888889	NA	NA	1	8	NA	NA
bist	NA	81.81818182	18.18181818	NA	NA	9	2	NA
bizz	NA	100	NA	NA	NA	3	NA	NA
bloc	8.333333333	83.33333333	8.333333333	NA	1	10	1	NA
bocc	NA	100	NA	NA	NA	10	NA	NA
boll	14.28571429	85.71428571	NA	NA	1	6	NA	NA
bomb	NA	100	NA	NA	NA	3	NA	NA
bont	100	NA	NA	NA	1	NA	NA	NA
borb	14.28571429	85.71428571	NA	NA	1	6	NA	NA
bord	NA	100	NA	NA	NA	2	NA	NA
bore	NA	100	NA	NA	NA	1	NA	NA
borr	NA	100	NA	NA	NA	2	NA	NA
bors	NA	100	NA	NA	NA	2	NA	NA
bosc	NA	100	NA	NA	NA	4	NA	NA
bott	NA	100	NA	NA	NA	15	NA	NA
brac	NA	100	NA	NA	NA	4	NA	NA
bran	NA	100	NA	NA	NA	4	NA	NA
brav	11.11111111	55.55555556	33.33333333	NA	1	5	3	NA
bret	NA	100	NA	NA	NA	1	NA	NA
brev	NA	75	25	NA	NA	3	1	NA
brez	NA	100	NA	NA	NA	2	NA	NA
bric	NA	50	50	NA	NA	2	2	NA
brig	NA	100	NA	NA	NA	2	NA	NA
bril	11.11111111	55.55555556	33.33333333	NA	1	5	3	NA
brin	33.33333333	50	16.66666667	NA	2	3	1	NA
brit	NA	NA	100	NA	NA	NA	3	NA
briv	NA	NA	100	NA	NA	NA	2	NA
briz	NA	100	NA	NA	NA	2	NA	NA
broc	NA	100	NA	NA	NA	3	NA	NA
brod	NA	100	NA	NA	NA	1	NA	NA
bron	8.333333333	66.66666667	25	NA	1	8	3	NA
brrr	NA	100	NA	NA	NA	1	NA	NA
bruc	13.63636364	68.18181818	18.18181818	NA	3	15	4	NA
brun	NA	100	NA	NA	NA	4	NA	NA
brus	NA	100	NA	NA	NA	2	NA	NA
brut	NA	83.33333333	16.66666667	NA	NA	5	1	NA
buan	NA	100	NA	NA	NA	1	NA	NA
buca	NA	87.5	12.5	NA	NA	7	1	NA
bucc	NA	100	NA	NA	NA	2	NA	NA
buco	NA	100	NA	NA	NA	4	NA	NA
budi	NA	100	NA	NA	NA	2	NA	NA
bufa	NA	NA	100	NA	NA	NA	3	NA
bufe	NA	100	NA	NA	NA	1	NA	NA
buff	NA	100	NA	NA	NA	4	NA	NA
bugi	NA	100	NA	NA	NA	4	NA	NA
buio	NA	100	NA	NA	NA	3	NA	NA
buon	NA	75	25	NA	NA	6	2	NA
bura	NA	100	NA	NA	NA	2	NA	NA
burr	NA	100	NA	NA	NA	4	NA	NA
busc	20	80	NA	NA	1	4	NA	NA
buss	12.5	62.5	25	NA	1	5	2	NA
bust	NA	100	NA	NA	NA	3	NA	NA
butt	11.11111111	62.96296296	22.22222222	3.703703704	3	17	6	1
buuu	NA	100	NA	NA	NA	1	NA	NA
cabi	NA	100	NA	NA	NA	2	NA	NA
caca	NA	100	NA	NA	NA	1	NA	NA
cacc	7.692307692	69.23076923	23.07692308	NA	2	18	6	NA
cact	NA	100	NA	NA	NA	1	NA	NA
cade	3.448275862	82.75862069	13.79310345	NA	1	24	4	NA
cadu	NA	100	NA	NA	NA	4	NA	NA
caff	25	75	NA	NA	1	3	NA	NA
cala	22.22222222	66.66666667	11.11111111	NA	4	12	2	NA
calc	5	65	30	NA	1	13	6	NA
cald	NA	70	30	NA	NA	7	3	NA
cale	NA	100	NA	NA	NA	1	NA	NA
cali	NA	NA	100	NA	NA	NA	2	NA
calm	6.25	56.25	37.5	NA	1	9	6	NA
calo	NA	100	NA	NA	NA	1	NA	NA
calp	NA	75	25	NA	NA	3	1	NA
calz	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
camb	12.90322581	77.41935484	9.677419355	NA	4	24	3	NA
came	NA	71.42857143	28.57142857	NA	NA	5	2	NA
cami	NA	100	NA	NA	NA	13	NA	NA
camm	13.63636364	72.72727273	13.63636364	NA	3	16	3	NA
camp	NA	96.2962963	3.703703704	NA	NA	26	1	NA
cana	NA	100	NA	NA	NA	5	NA	NA
canc	9.090909091	90.90909091	NA	NA	1	10	NA	NA
cand	NA	66.66666667	33.33333333	NA	NA	8	4	NA
cane	NA	100	NA	NA	NA	10	NA	NA
cang	NA	100	NA	NA	NA	1	NA	NA
cani	NA	100	NA	NA	NA	5	NA	NA
cann	NA	100	NA	NA	NA	9	NA	NA
cano	NA	100	NA	NA	NA	1	NA	NA
cant	16.66666667	70	13.33333333	NA	5	21	4	NA
canz	NA	100	NA	NA	NA	3	NA	NA
caos	NA	100	NA	NA	NA	1	NA	NA
capa	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
cape	NA	100	NA	NA	NA	2	NA	NA
capi	10	70	20	NA	5	35	10	NA
capo	8.333333333	83.33333333	8.333333333	NA	1	10	1	NA
capp	NA	100	NA	NA	NA	9	NA	NA
capr	NA	100	NA	NA	NA	9	NA	NA
cara	NA	46.66666667	53.33333333	NA	NA	7	8	NA
carb	NA	83.33333333	16.66666667	NA	NA	5	1	NA
carc	NA	NA	100	NA	NA	NA	1	NA
card	NA	100	NA	NA	NA	4	NA	NA
care	NA	100	NA	NA	NA	5	NA	NA
cari	5	45	45	5	1	9	9	1
carn	NA	75	25	NA	NA	6	2	NA
caro	NA	70	30	NA	NA	7	3	NA
carp	NA	100	NA	NA	NA	2	NA	NA
carr	NA	90.90909091	9.090909091	NA	NA	10	1	NA
cart	NA	100	NA	NA	NA	20	NA	NA
casa	NA	100	NA	NA	NA	8	NA	NA
casc	13.33333333	86.66666667	NA	NA	2	13	NA	NA
case	NA	100	NA	NA	NA	3	NA	NA
caso	NA	100	NA	NA	NA	2	NA	NA
cass	NA	100	NA	NA	NA	11	NA	NA
cast	NA	100	NA	NA	NA	9	NA	NA
cata	NA	NA	100	NA	NA	NA	2	NA
cate	NA	100	NA	NA	NA	4	NA	NA
cati	NA	100	NA	NA	NA	2	NA	NA
catt	5.714285714	62.85714286	31.42857143	NA	2	22	11	NA
caus	12.5	75	12.5	NA	1	6	1	NA
caut	NA	100	NA	NA	NA	1	NA	NA
cava	5.882352941	70.58823529	23.52941176	NA	2	24	8	NA
cave	NA	100	NA	NA	NA	2	NA	NA
cavi	33.33333333	66.66666667	NA	NA	1	2	NA	NA
cavo	NA	60	40	NA	NA	3	2	NA
cede	16.66666667	50	33.33333333	NA	2	6	4	NA
cedr	NA	100	NA	NA	NA	1	NA	NA
cele	8.333333333	66.66666667	25	NA	1	8	3	NA
cell	NA	60	40	NA	NA	3	2	NA
ceme	NA	100	NA	NA	NA	1	NA	NA
cena	NA	71.42857143	28.57142857	NA	NA	5	2	NA
cene	NA	NA	100	NA	NA	NA	2	NA
cenn	NA	100	NA	NA	NA	2	NA	NA
cens	NA	100	NA	NA	NA	1	NA	NA
cent	NA	78.94736842	21.05263158	NA	NA	15	4	NA
cepp	NA	100	NA	NA	NA	1	NA	NA
cera	NA	33.33333333	66.66666667	NA	NA	1	2	NA
cerb	NA	100	NA	NA	NA	2	NA	NA
cerc	9.302325581	58.13953488	32.55813953	NA	4	25	14	NA
cere	NA	100	NA	NA	NA	2	NA	NA
ceri	NA	100	NA	NA	NA	2	NA	NA
cert	NA	100	NA	NA	NA	5	NA	NA
cerv	NA	100	NA	NA	NA	6	NA	NA
cesp	NA	100	NA	NA	NA	2	NA	NA
cess	10	60	30	NA	1	6	3	NA
cest	NA	100	NA	NA	NA	6	NA	NA
chia	8.771929825	68.42105263	22.80701754	NA	5	39	13	NA
chic	NA	100	NA	NA	NA	2	NA	NA
chie	4.166666667	45.83333333	43.75	6.25	2	22	21	3
chil	NA	66.66666667	33.33333333	NA	NA	4	2	NA
chim	NA	NA	100	NA	NA	NA	4	NA
chin	12.5	62.5	25	NA	1	5	2	NA
chio	NA	71.42857143	28.57142857	NA	NA	5	2	NA
chir	NA	100	NA	NA	NA	2	NA	NA
chis	100	NA	NA	NA	1	NA	NA	NA
chit	NA	100	NA	NA	NA	1	NA	NA
chiu	4.545454545	59.09090909	36.36363636	NA	1	13	8	NA
ciam	NA	100	NA	NA	NA	2	NA	NA
ciao	NA	100	NA	NA	NA	1	NA	NA
cias	33.33333333	66.66666667	NA	NA	1	2	NA	NA
ciba	25	25	50	NA	1	1	2	NA
cibo	NA	100	NA	NA	NA	2	NA	NA
cica	NA	100	NA	NA	NA	3	NA	NA
cicc	NA	100	NA	NA	NA	3	NA	NA
cicl	NA	100	NA	NA	NA	6	NA	NA
cico	NA	100	NA	NA	NA	2	NA	NA
ciec	NA	100	NA	NA	NA	3	NA	NA
ciel	NA	100	NA	NA	NA	2	NA	NA
cifr	NA	100	NA	NA	NA	2	NA	NA
cigl	NA	100	NA	NA	NA	3	NA	NA
cign	NA	100	NA	NA	NA	2	NA	NA
cili	NA	100	NA	NA	NA	9	NA	NA
cima	NA	100	NA	NA	NA	2	NA	NA
cimi	NA	100	NA	NA	NA	3	NA	NA
cine	NA	44.44444444	55.55555556	NA	NA	4	5	NA
cing	9.090909091	72.72727273	18.18181818	NA	1	8	2	NA
cinq	33.33333333	66.66666667	NA	NA	2	4	NA	NA
cint	NA	100	NA	NA	NA	2	NA	NA
cioc	NA	100	NA	NA	NA	4	NA	NA
cioe	100	NA	NA	NA	1	NA	NA	NA
ciot	NA	NA	100	NA	NA	NA	3	NA
cipo	NA	100	NA	NA	NA	3	NA	NA
cipr	NA	100	NA	NA	NA	2	NA	NA
circ	NA	66.66666667	29.62962963	3.703703704	NA	18	8	1
cita	14.28571429	57.14285714	28.57142857	NA	1	4	2	NA
citt	20	80	NA	NA	1	4	NA	NA
ciuf	NA	100	NA	NA	NA	3	NA	NA
cive	NA	100	NA	NA	NA	2	NA	NA
civi	25	50	25	NA	1	2	1	NA
clac	NA	100	NA	NA	NA	1	NA	NA
clan	NA	100	NA	NA	NA	1	NA	NA
clas	NA	73.33333333	26.66666667	NA	NA	11	4	NA
clie	NA	100	NA	NA	NA	2	NA	NA
clim	NA	100	NA	NA	NA	2	NA	NA
clor	NA	100	NA	NA	NA	1	NA	NA
cobr	NA	100	NA	NA	NA	1	NA	NA
cocc	12.5	87.5	NA	NA	1	7	NA	NA
coda	33.33333333	66.66666667	NA	NA	1	2	NA	NA
codi	NA	33.33333333	66.66666667	NA	NA	1	2	NA
cofa	NA	100	NA	NA	NA	1	NA	NA
cogl	NA	50	50	NA	NA	7	7	NA
cogn	NA	100	NA	NA	NA	2	NA	NA
coin	NA	50	50	NA	NA	2	2	NA
cola	NA	100	NA	NA	NA	1	NA	NA
coll	5.660377358	73.58490566	15.09433962	5.660377358	3	39	8	3
colm	NA	100	NA	NA	NA	4	NA	NA
colo	3.125	71.875	25	NA	1	23	8	NA
colp	7.407407407	70.37037037	22.22222222	NA	2	19	6	NA
colt	NA	89.47368421	10.52631579	NA	NA	17	2	NA
colu	NA	100	NA	NA	NA	2	NA	NA
coma	8.333333333	75	16.66666667	NA	1	9	2	NA
comb	20	60	20	NA	5	15	5	NA
come	NA	100	NA	NA	NA	3	NA	NA
comi	9.677419355	61.29032258	29.03225806	NA	3	19	9	NA
comm	3.225806452	77.41935484	19.35483871	NA	1	24	6	NA
como	20	20	60	NA	2	2	6	NA
comp	5.813953488	74.41860465	18.02325581	1.744186047	10	128	31	3
comu	18.18181818	59.09090909	13.63636364	9.090909091	4	13	3	2
conc	3.636363636	78.18181818	18.18181818	NA	2	43	10	NA
cond	3.571428571	82.14285714	14.28571429	NA	1	23	4	NA
conf	9.523809524	71.42857143	19.04761905	NA	6	45	12	NA
cong	NA	88.88888889	11.11111111	NA	NA	8	1	NA
coni	NA	71.42857143	14.28571429	14.28571429	NA	5	1	1
