1lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
j	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l	9.77443609022556	90.2255639097744	4.48979591836735	70.2040816326531	25.3061224489796	2.16216216216216	67.5675675675676	26.4864864864865	3.78378378378378	NA	54.0540540540541	45.945945945946	NA	NA	NA	100	NA	NA	NA	NA	13	120	11	172	62	4	125	49	7	NA	20	17	NA	NA	NA	2	NA	NA	NA	NA
m	10.4545454545455	89.5454545454545	4.47427293064877	72.2595078299776	23.2662192393736	0.625	68.4375	29.0625	1.875	2.46913580246914	53.0864197530864	40.7407407407407	3.7037037037037	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	23	197	20	323	104	2	219	93	6	2	43	33	3	NA	2	1	NA	NA	NA	NA
n	12.5	87.5	3.33333333333333	79.1666666666667	17.5	3.7037037037037	76.8518518518518	19.4444444444444	NA	NA	60	40	NA	NA	NA	100	NA	NA	NA	NA	12	84	4	95	21	4	83	21	NA	NA	18	12	NA	NA	NA	2	NA	NA	NA	NA
o	9.80392156862745	90.1960784313726	3.40909090909091	77.2727272727273	19.3181818181818	3.6144578313253	75.9036144578313	19.2771084337349	1.20481927710843	4.6875	62.5	32.8125	NA	NA	75	25	NA	NA	100	NA	5	46	6	136	34	6	126	32	2	3	40	21	NA	NA	3	1	NA	NA	2	NA
p	12.4653739612188	87.5346260387812	5.16483516483516	76.4835164835165	18.3516483516484	3.56164383561644	65.8904109589041	29.1780821917808	1.36986301369863	1.59574468085106	55.3191489361702	38.8297872340425	4.25531914893617	NA	31.8181818181818	63.6363636363636	4.54545454545455	NA	100	NA	45	316	47	696	167	26	481	213	10	3	104	73	8	NA	7	14	1	NA	4	NA
q	21.6216216216216	78.3783783783784	10.7142857142857	85.7142857142857	3.57142857142857	NA	76.9230769230769	23.0769230769231	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	29	3	24	1	NA	10	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
r	11.9496855345912	88.0503144654088	11.2759643916914	78.486646884273	10.2373887240356	6.56108597285068	70.7013574660634	22.2850678733032	0.452488687782805	2.07715133531157	51.0385756676558	45.6973293768546	1.18694362017804	2.94117647058824	47.0588235294118	50	NA	NA	NA	NA	19	140	76	529	69	58	625	197	4	7	172	154	4	1	16	17	NA	NA	NA	NA
s	11.781206171108	88.218793828892	6.24103299856528	77.1879483500717	16.571018651363	1.97444831591173	67.9442508710801	29.5005807200929	0.580720092915215	1.8018018018018	41.8918918918919	54.954954954955	1.35135135135135	NA	35.7142857142857	64.2857142857143	NA	NA	100	NA	84	629	87	1076	231	17	585	254	5	4	93	122	3	NA	15	27	NA	NA	1	NA
t	10.6194690265487	89.3805309734513	4.93273542600897	73.9910313901345	21.0762331838565	2.03389830508475	68.135593220339	28.8135593220339	1.01694915254237	NA	57.6923076923077	39.7435897435897	2.56410256410256	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	24	202	22	330	94	6	201	85	3	NA	45	31	2	NA	2	1	NA	NA	NA	NA
u	23.0769230769231	76.9230769230769	5	71.6666666666667	23.3333333333333	7.8125	54.6875	37.5	NA	7.69230769230769	65.3846153846154	26.9230769230769	NA	NA	NA	100	NA	NA	NA	NA	9	30	6	86	28	5	35	24	NA	2	17	7	NA	NA	NA	1	NA	NA	NA	NA
v	11.5853658536585	88.4146341463415	3.39943342776204	77.6203966005666	18.9801699716714	3.82165605095541	59.8726114649682	36.3057324840764	NA	2.56410256410256	61.5384615384615	30.7692307692308	5.12820512820513	NA	33.3333333333333	50	16.6666666666667	NA	NA	100	19	145	12	274	67	6	94	57	NA	1	24	12	2	NA	2	3	1	NA	NA	1
V	NA	100	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
z	NA	100	6.66666666666667	46.6666666666667	46.6666666666667	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1	7	7	NA	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
