3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
buf	NA	100	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bug	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bui	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
buo	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bur	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bus	33.33333333	66.66666667	NA	77.77777778	22.22222222	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	7	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
but	40	60	6.25	81.25	12.5	NA	20	80	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	2	3	1	13	2	NA	1	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
buu	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cab	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cac	25	75	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	11	NA	NA	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cad	11.11111111	88.88888889	NA	89.47368421	10.52631579	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	NA	17	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
caf	100	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cal	21.05263158	78.94736842	8.333333333	69.44444444	22.22222222	NA	64	36	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	4	15	3	25	8	NA	16	9	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
cam	23.07692308	76.92307692	6.976744186	81.39534884	11.62790698	2.631578947	92.10526316	5.263157895	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	3	10	3	35	5	1	35	2	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA
can	25	75	6.12244898	83.67346939	10.20408163	NA	85.71428571	14.28571429	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9	3	41	5	NA	18	3	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
cao	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cap	28.57142857	71.42857143	4.761904762	90.47619048	4.761904762	5.882352941	76.47058824	17.64705882	NA	12.5	37.5	50	NA	NA	NA	NA	NA	NA	NA	NA	2	5	2	38	2	2	26	6	NA	1	3	4	NA	NA	NA	NA	NA	NA	NA	NA
car	NA	100	2.702702703	83.78378378	13.51351351	NA	72.97297297	24.32432432	2.702702703	NA	28.57142857	71.42857143	NA	NA	44.44444444	55.55555556	NA	NA	100	NA	NA	11	1	31	5	NA	27	9	1	NA	2	5	NA	NA	4	5	NA	NA	1	NA
cas	8.333333333	91.66666667	3.571428571	96.42857143	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	1	27	NA	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cat	NA	NA	9.090909091	81.81818182	9.090909091	4.347826087	69.56521739	26.08695652	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	1	1	16	6	NA	NA	3	6	NA	NA	NA	NA	NA	NA	NA	NA
cau	33.33333333	66.66666667	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
cav	25	75	10	75	15	NA	66.66666667	33.33333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	15	3	NA	10	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
ced	NA	100	25	50	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	4	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cel	NA	100	11.11111111	33.33333333	55.55555556	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	5	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cem	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cen	NA	100	NA	81.81818182	18.18181818	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	9	2	NA	3	6	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
cep	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cer	14.28571429	85.71428571	7.142857143	75	17.85714286	NA	47.61904762	52.38095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12	2	21	5	NA	10	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ces	14.28571429	85.71428571	NA	87.5	12.5	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	NA	7	1	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chi	9.523809524	90.47619048	7.5	50	42.5	NA	48.48484848	45.45454545	6.060606061	NA	NA	75	25	NA	NA	NA	NA	NA	NA	NA	4	38	6	40	34	NA	16	15	2	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA
cia	50	50	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cib	25	75	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cic	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	10	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cie	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cif	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cig	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cil	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cim	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cin	50	50	10	80	10	NA	90	10	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	2	2	1	8	1	NA	9	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	4	NA
cio	100	NA	NA	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
