3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
ign	NA	NA	25	75	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
iii	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ill	NA	NA	NA	100	NA	7.142857143	64.28571429	28.57142857	NA	NA	83.33333333	8.333333333	8.333333333	NA	50	50	NA	NA	NA	NA	NA	NA	NA	4	NA	1	9	4	NA	NA	10	1	1	NA	2	2	NA	NA	NA	NA
imb	NA	NA	33.33333333	66.66666667	NA	4.545454545	86.36363636	9.090909091	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	NA	1	19	2	NA	NA	8	4	NA	NA	NA	NA	NA	NA	NA	NA
imi	NA	NA	NA	50	50	NA	85.71428571	NA	14.28571429	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	6	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
imm	NA	NA	NA	100	NA	10.52631579	47.36842105	42.10526316	NA	NA	92.30769231	7.692307692	NA	NA	61.53846154	38.46153846	NA	NA	NA	NA	NA	NA	NA	8	NA	2	9	8	NA	NA	12	1	NA	NA	8	5	NA	NA	NA	NA
imp	NA	100	11.11111111	88.88888889	NA	7.865168539	83.14606742	8.988764045	NA	NA	66.66666667	33.33333333	NA	NA	15.38461538	84.61538462	NA	NA	NA	NA	NA	1	5	40	NA	7	74	8	NA	NA	32	16	NA	NA	2	11	NA	NA	NA	NA
ina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
inc	50	50	6.666666667	86.66666667	6.666666667	9.090909091	81.81818182	9.090909091	NA	NA	60	37.77777778	2.222222222	NA	NA	100	NA	NA	NA	NA	1	1	2	26	2	7	63	7	NA	NA	27	17	1	NA	NA	4	NA	NA	NA	NA
ind	NA	100	9.090909091	81.81818182	9.090909091	8.510638298	72.34042553	12.76595745	6.382978723	NA	76.66666667	23.33333333	NA	NA	28.57142857	57.14285714	14.28571429	NA	100	NA	NA	3	2	18	2	4	34	6	3	NA	23	7	NA	NA	2	4	1	NA	3	NA
inf	NA	100	18.75	81.25	NA	4.761904762	85.71428571	9.523809524	NA	NA	28.57142857	71.42857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	13	NA	2	36	4	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA
ing	NA	NA	12.5	87.5	NA	2.5	92.5	5	NA	NA	66.66666667	33.33333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	2	14	NA	1	37	2	NA	NA	4	2	NA	NA	NA	3	NA	NA	NA	NA
ini	NA	NA	25	75	NA	6.666666667	80	13.33333333	NA	NA	60	40	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	1	3	NA	1	12	2	NA	NA	3	2	NA	NA	NA	NA	NA	1	NA	NA
inn	NA	NA	NA	100	NA	7.692307692	69.23076923	23.07692308	NA	NA	72.72727273	27.27272727	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	4	NA	1	9	3	NA	NA	8	3	NA	NA	NA	1	NA	NA	NA	NA
ino	NA	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	4	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
inq	NA	NA	NA	100	NA	NA	100	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	4	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
ins	100	NA	26.31578947	73.68421053	NA	4.255319149	78.72340426	17.0212766	NA	NA	63.63636364	36.36363636	NA	NA	NA	100	NA	NA	NA	NA	1	NA	5	14	NA	2	37	8	NA	NA	7	4	NA	NA	NA	6	NA	NA	NA	NA
int	NA	NA	6.060606061	84.84848485	9.090909091	3.703703704	75.92592593	20.37037037	NA	1.694915254	83.05084746	13.55932203	1.694915254	NA	28.57142857	71.42857143	NA	NA	100	NA	NA	NA	2	28	3	2	41	11	NA	1	49	8	1	NA	4	10	NA	NA	1	NA
inu	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
inv	NA	NA	13.63636364	86.36363636	NA	1.724137931	86.20689655	12.06896552	NA	NA	21.42857143	78.57142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	19	NA	1	50	7	NA	NA	3	11	NA	NA	NA	NA	NA	NA	NA	NA
inz	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipo	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ipp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ira	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
irr	NA	NA	100	NA	NA	NA	88.88888889	NA	11.11111111	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	8	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
isc	NA	NA	NA	100	NA	12.5	25	62.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iso	NA	NA	NA	33.33333333	66.66666667	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
isp	NA	NA	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
iss	NA	100	NA	80	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ist	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ita	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
iti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
jea	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jun	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lab	NA	100	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
lac	NA	100	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lad	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lag	33.33333333	66.66666667	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lam	NA	100	8.333333333	75	16.66666667	NA	92.30769231	7.692307692	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	9	2	NA	12	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
lan	28.57142857	71.42857143	NA	93.75	6.25	NA	40	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	15	1	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lar	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
las	33.33333333	66.66666667	6.451612903	74.19354839	19.35483871	NA	26.92307692	69.23076923	3.846153846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	2	23	6	NA	7	18	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lat	NA	100	NA	71.42857143	28.57142857	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	5	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lav	25	75	NA	84.21052632	15.78947368	6.666666667	80	13.33333333	NA	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	16	3	1	12	2	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA
lea	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lec	66.66666667	33.33333333	NA	100	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	5	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
leg	5.263157895	94.73684211	5.263157895	63.15789474	31.57894737	NA	52.94117647	47.05882353	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	18	2	24	12	NA	9	8	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
len	NA	100	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
leo	NA	NA	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
lep	NA	100	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
les	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
let	NA	100	NA	77.77777778	22.22222222	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	7	2	NA	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
lev	40	60	7.142857143	85.71428571	7.142857143	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	1	12	1	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lez	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lib	NA	100	25	25	50	10	80	NA	10	NA	62.5	37.5	NA	NA	NA	100	NA	NA	NA	NA	NA	2	2	2	4	2	16	NA	2	NA	5	3	NA	NA	NA	1	NA	NA	NA	NA
lic	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lid	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lie	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lim	100	NA	11.11111111	22.22222222	66.66666667	NA	88.88888889	NA	11.11111111	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	2	6	NA	8	NA	1	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA
lin	NA	100	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liq	NA	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lir	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lis	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lit	NA	100	NA	66.66666667	33.33333333	NA	83.33333333	NA	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	1	NA	5	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
liv	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
loc	NA	NA	NA	100	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
lod	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
log	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lom	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lon	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	5	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
loo	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lor	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lot	NA	100	NA	80	20	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	1	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
luc	NA	100	9.090909091	27.27272727	63.63636364	NA	66.66666667	16.66666667	16.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	3	7	NA	8	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
lug	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lui	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lum	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	2	NA	3	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
lun	NA	100	20	80	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
luo	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lup	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lus	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mac	NA	100	NA	33.33333333	66.66666667	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mad	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mae	NA	NA	20	80	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mag	9.090909091	90.90909091	NA	71.42857143	28.57142857	NA	45.45454545	54.54545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	NA	10	4	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mai	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mal	NA	100	NA	100	NA	NA	90.90909091	9.090909091	NA	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	13	NA	NA	10	1	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA
mam	NA	100	NA	100	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
man	37.5	62.5	8.219178082	71.23287671	20.54794521	NA	60	40	NA	9.090909091	45.45454545	36.36363636	9.090909091	NA	100	NA	NA	NA	NA	NA	6	10	6	52	15	NA	33	22	NA	1	5	4	1	NA	1	NA	NA	NA	NA	NA
map	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mar	7.692307692	92.30769231	3.225806452	87.09677419	9.677419355	NA	84.21052632	15.78947368	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	1	27	3	NA	16	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
mas	NA	100	NA	70.58823529	29.41176471	NA	90.90909091	NA	9.090909091	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	12	5	NA	10	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
mat	NA	100	NA	100	NA	NA	90.90909091	9.090909091	NA	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	17	NA	NA	10	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA
maz	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mec	NA	NA	NA	NA	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
med	NA	100	12.5	62.5	25	NA	63.63636364	36.36363636	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	5	2	NA	7	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
meg	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mel	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mem	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
men	20	80	NA	66.66666667	33.33333333	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8	NA	6	3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mer	NA	100	NA	66.66666667	33.33333333	15.38461538	76.92307692	NA	7.692307692	5.555555556	83.33333333	11.11111111	NA	NA	NA	100	NA	NA	NA	NA	NA	4	NA	6	3	2	10	NA	1	1	15	2	NA	NA	NA	1	NA	NA	NA	NA
mes	NA	100	NA	88.88888889	11.11111111	NA	88.88888889	NA	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	8	1	NA	8	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
met	6.25	93.75	5.882352941	29.41176471	64.70588235	NA	26.92307692	69.23076923	3.846153846	NA	NA	NA	100	NA	100	NA	NA	NA	NA	NA	1	15	2	10	22	NA	7	18	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA
mez	20	80	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mia	NA	100	NA	50	50	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mic	NA	100	NA	100	NA	NA	88.88888889	11.11111111	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	8	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
mie	NA	100	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mig	33.33333333	66.66666667	20	80	NA	NA	85.71428571	14.28571429	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	4	NA	NA	6	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
mil	33.33333333	66.66666667	NA	100	NA	NA	60	40	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	4	NA	NA	3	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
