2lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
es	4.76061915046796	79.3826493880489	15.8387329013679	0.0179985601151908	529	8821	1760	2
et	45.5621301775148	44.3786982248521	10.0591715976331	0	77	75	17	0
eu	0	100	0	0	0	37	0	0
ev	1.86915887850467	83.6448598130841	11.214953271028	3.27102803738318	4	179	24	7
ex	0	100	0	0	0	6	0	0
fa	3.37960168980084	86.9442768054717	9.57553812110239	0.100583383625025	168	4322	476	5
FA	0	100	0	0	0	35	0	0
fe	6.33802816901408	81.8913480885312	11.7706237424547	0	63	814	117	0
fi	4.44827586206897	90.5172413793103	5.03448275862069	0	129	2625	146	0
fl	0	100	0	0	0	46	0	0
fo	0.400801603206413	91.9038076152305	7.69539078156313	0	10	2293	192	0
fr	0.383141762452107	92.9501915708812	6.66666666666667	0	5	1213	87	0
fu	1.57284768211921	95.364238410596	3.06291390728477	0	19	1152	37	0
ga	0.567536889897843	96.0272417707151	3.40522133938706	0	5	846	30	0
ge	2.72452068617558	83.2492431886983	14.0262361251261	0	27	825	139	0
gh	0	100	0	0	0	107	0	0
gi	2.11287988422576	89.0303907380608	8.79884225759768	0.0578871201157742	73	3076	304	2
gl	0	73.8461538461539	26.1538461538462	0	0	48	17	0
gn	0	100	0	0	0	50	0	0
go	1.19047619047619	87.5	11.3095238095238	0	4	294	38	0
gr	3.51163740302164	93.3033891384238	3.18497345855451	0	86	2285	78	0
gu	4.85584218512898	89.6813353566009	5.31107738998482	0.151745068285281	64	1182	70	2
ho	55.5555555555556	44.4444444444444	0	0	10	8	0	0
id	3.59712230215827	89.2086330935252	7.19424460431655	0	10	248	20	0
ie	0	100	0	0	0	51	0	0
ig	5.55555555555556	61.1111111111111	33.3333333333333	0	1	11	6	0
ii	0	100	0	0	0	57	0	0
il	2.36686390532544	85.7988165680473	9.46745562130178	2.36686390532544	4	145	16	4
im	1.74581005586592	79.1201117318436	18.9944134078212	0.139664804469274	25	1133	272	2
in	2.9032917603762	84.5225925168677	12.4309957063995	0.143120016356573	142	4134	608	7
io	0	100	0	0	0	1340	0	0
ip	0	0	100	0	0	0	35	0
ir	6.45161290322581	90.3225806451613	0	3.2258064516129	2	28	0	1
is	0.321543408360129	54.6623794212219	45.016077170418	0	1	170	140	0
it	0	100	0	0	0	94	0	0
je	0	100	0	0	0	4	0	0
ju	0	100	0	0	0	8	0	0
la	8.33333333333333	81.8775100401606	9.73895582329317	0.0502008032128514	166	1631	194	1
le	1.23796423658872	80.1925722145805	18.5694635488308	0	18	1166	270	0
li	3.92561983471074	69.3181818181818	25.7231404958678	1.03305785123967	38	671	249	10
lo	1.01404056162247	96.8798751950078	2.10608424336973	0	13	1242	27	0
lu	1.35346173867777	94.9505465903175	3.59187922956793	0.104112441436752	26	1824	69	2
ma	2.23569533914362	86.4721485411141	11.2163698370595	0.0757862826828344	118	4564	592	4
me	4.19963481436397	82.9275715155204	12.6902008520998	0.182592818015825	138	2725	417	6
mi	0.706260032102729	93.322632423756	5.97110754414125	0	22	2907	186	0
mo	1.8956043956044	93.5714285714286	4.3956043956044	0.137362637362637	69	3406	160	5
mu	0.84985835694051	66.4305949008499	32.7195467422096	0	6	469	231	0
na	0.572831423895254	89.8527004909984	9.57446808510638	0	7	1098	117	0
ne	6.29213483146067	92.5842696629213	1.12359550561798	0	84	1236	15	0
ni	1.02880658436214	98.9711934156379	0	0	5	481	0	0
no	1.46324054246966	96.074232690935	2.46252676659529	0	41	2692	69	0
nu	0.164880461665293	69.7444352844188	30.0906842539159	0	2	846	365	0
oa	0	0	100	0	0	0	15	0
ob	2.75229357798165	88.9908256880734	8.25688073394496	0	3	97	9	0
oc	0.711743772241993	85.0533807829182	13.6417556346382	0.593119810201661	6	717	115	5
od	0	98.6301369863014	1.36986301369863	0	0	72	1	0
of	1.34228187919463	83.8926174496644	14.7651006711409	0	2	125	22	0
og	0	100	0	0	0	1024	0	0
oh	0	100	0	0	0	33	0	0
ok	0	100	0	0	0	22	0	0
ol	0	81.8181818181818	18.1818181818182	0	0	171	38	0
om	0	100	0	0	0	156	0	0
on	0.662251655629139	92.7152317880795	6.62251655629139	0	1	140	10	0
oo	0	100	0	0	0	52	0	0
op	2.5974025974026	80.5194805194805	16.5584415584416	0.324675324675325	8	248	51	1
or	1.24777183600713	88.0124777183601	10.7397504456328	0	28	1975	241	0
os	6.57051282051282	71.9551282051282	21.474358974359	0	41	449	134	0
ot	0.746268656716418	73.5074626865672	25.7462686567164	0	2	197	69	0
ou	0	100	0	0	0	14	0	0
ov	0	100	0	0	0	74	0	0
oz	0	100	0	0	0	10	0	0
pa	5.23618895116093	83.5068054443555	11.1449159327462	0.11208967173739	327	5215	696	7
pe	35.0787326882944	53.5761715044584	11.3071523430089	0.037943464238285	1849	2824	596	2
pf	0	100	0	0	0	31	0	0
pi	1.52781781493226	74.3441914096281	24.0991640242145	0.0288267512251369	53	2579	836	1
pl	0	64	36	0	0	32	18	0
po	11.9797105773534	73.2955393107564	14.6501566462778	0.0745934656124124	803	4913	982	5
pr	3.07301945305892	84.5362277981393	12.1370171976318	0.253735551170003	218	5997	861	18
ps	0	0	100	0	0	0	8	0
pu	3.96912899669239	87.9823594266814	8.04851157662624	0	36	798	73	0
qu	1.68948082377605	97.0896534714515	1.22086570477248	0	137	7873	99	0
ra	2.34782608695652	87.4782608695652	10.0869565217391	0.0869565217391304	54	2012	232	2
re	7.74299835255354	76.7710049423394	15.2114222954421	0.274574409665019	141	1398	277	5
ri	5.16487882399682	80.0754866905046	14.7000397298371	0.0595947556615018	260	4031	740	3
ro	4.61796809403862	87.8253568429891	7.55667506297229	0	55	1046	90	0
ru	1.48305084745763	94.0677966101695	4.44915254237288	0	7	444	21	0
sa	3.4767492394611	89.787049109083	6.73620165145589	0	80	2066	155	0
sb	6.98529411764706	81.25	11.7647058823529	0	19	221	32	0
sc	3.01724137931034	80.8823529411765	15.8722109533469	0.228194726166329	119	3190	626	9
sd	5.26315789473684	89.4736842105263	5.26315789473684	0	1	17	1	0
se	2.23162754905733	88.1108118507118	9.6383224317045	0.0192381685263563	116	4580	501	1
sf	5.05415162454874	88.4476534296029	6.49819494584837	0	14	245	18	0
sg	0.961538461538462	87.5	11.5384615384615	0	1	91	12	0
si	1.71722953634803	73.1539782484259	24.6708643388666	0.457927876359473	30	1278	431	8
sl	0	100	0	0	0	51	0	0
sm	3.73831775700935	58.8785046728972	37.3831775700935	0	4	63	40	0
sn	0	100	0	0	0	4	0	0
so	1.88146754468485	91.3452492944497	6.77328316086547	0	80	3884	288	0
sp	3.58778625954198	82.7862595419847	13.587786259542	0.0381679389312977	94	2169	356	1
sq	1.16279069767442	98.8372093023256	0	0	1	85	0	0
ss	0	100	0	0	0	20	0	0
st	1.2546468401487	92.5882899628253	6.15706319702602	0	54	3985	265	0
su	0.753341433778858	87.26609963548	11.9805589307412	0	31	3591	493	0
sv	8.18858560794045	79.4044665012407	12.4069478908189	0	33	320	50	0
ta	0.539956803455723	91.6846652267819	7.77537796976242	0	10	1698	144	0
te	1.29977876106195	87.9424778761062	10.591814159292	0.165929203539823	47	3180	383	6
ti	5.09337860780985	75.8913412563667	19.0152801358234	0	30	447	112	0
to	6.40287769784173	86.6906474820144	6.83453237410072	0.0719424460431655	89	1205	95	1
tr	4.43334374024352	85.0140493287543	10.5526069310022	0	142	2723	338	0
ts	0	100	0	0	0	42	0	0
tu	0.664187035069075	98.8310308182784	0.504782146652497	0	25	3720	19	0
tv	0	100	0	0	0	56	0	0
ua	0	100	0	0	0	70	0	0
ub	0	93.1034482758621	6.89655172413793	0	0	27	2	0
uc	1.41843971631206	85.4609929078014	13.1205673758865	0	4	241	37	0
ud	24.0506329113924	67.0886075949367	8.86075949367089	0	19	53	7	0
uf	0	100	0	0	0	130	0	0
ug	1.52671755725191	98.4732824427481	0	0	2	129	0	0
ul	0	5.66801619433198	94.331983805668	0	0	14	233	0
um	21.8978102189781	48.9051094890511	29.1970802919708	0	30	67	40	0
un	30.9692671394799	59.2198581560284	9.81087470449173	0	524	1002	166	0
uo	0	70.280612244898	29.719387755102	0	0	551	233	0
ur	28.8590604026846	68.4563758389262	2.68456375838926	0	43	102	4	0
us	8.7463556851312	79.0087463556851	12.2448979591837	0	60	542	84	0
ut	1.63934426229508	39.344262295082	59.0163934426229	0	2	48	72	0
uv	0	100	0	0	0	31	0	0
va	2.28245363766049	93.0099857346648	4.70756062767475	0	16	652	33	0
ve	4.40944881889764	87.2244094488189	8.30708661417323	0.0590551181102362	224	4431	422	3
VE	0	99.548532731377	0.451467268623025	0	0	441	2	0
vi	0.636089722129227	84.0977569467693	15.2661533311014	0	19	2512	456	0
vo	2.49569707401033	93.8898450946644	3.6144578313253	0	87	3273	126	0
vu	0.884955752212389	86.7256637168142	12.3893805309735	0	1	98	14	0
za	2.94117647058824	97.0588235294118	0	0	2	66	0	0
ze	0	100	0	0	0	32	0	0
zi	0	99.1060025542784	0.893997445721584	0	0	776	7	0
zo	0	89.2086330935252	10.7913669064748	0	0	124	15	0
zu	0	46.4788732394366	53.5211267605634	0	0	33	38	0
