2lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S8_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S8_nPULT_Ty
am	12.5	87.5	8.51063829787234	89.3617021276596	2.12765957446809	2	84	14	NA	NA	28.5714285714286	71.4285714285714	NA	NA	100	NA	NA	NA	NA	NA	1	7	4	42	1	1	42	7	NA	NA	6	15	NA	NA	3	NA	NA	NA	NA	NA
an	27.7777777777778	72.2222222222222	5.81395348837209	73.2558139534884	20.9302325581395	6.45161290322581	64.5161290322581	29.0322580645161	NA	NA	21.7391304347826	65.2173913043478	13.0434782608696	NA	NA	NA	NA	NA	NA	NA	5	13	5	63	18	4	40	18	NA	NA	5	15	3	NA	NA	NA	NA	NA	NA	NA
ao	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ap	27.2727272727273	72.7272727272727	11.1111111111111	81.4814814814815	7.40740740740741	5.95238095238095	67.8571428571429	26.1904761904762	NA	2	66	32	NA	NA	50	50	NA	NA	NA	NA	3	8	6	44	4	5	57	22	NA	1	33	16	NA	NA	4	4	NA	NA	NA	NA
aq	NA	NA	NA	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ar	7.69230769230769	92.3076923076923	7.35294117647059	67.6470588235294	25	7.52688172043011	76.3440860215054	16.1290322580645	NA	1.92307692307692	67.3076923076923	28.8461538461538	1.92307692307692	NA	NA	100	NA	NA	NA	NA	1	12	5	46	17	7	71	15	NA	1	35	15	1	NA	NA	5	NA	NA	NA	NA
as	NA	100	12.280701754386	84.2105263157895	3.50877192982456	3.38983050847458	81.3559322033898	15.2542372881356	NA	NA	53.6585365853659	46.3414634146341	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	13	7	48	2	4	96	18	NA	NA	22	19	NA	NA	1	2	NA	NA	NA	NA
at	NA	100	7.5	80	12.5	5.71428571428571	71.4285714285714	22.8571428571429	NA	2.63157894736842	60.5263157894737	36.8421052631579	NA	NA	NA	100	NA	NA	NA	NA	NA	5	3	32	5	4	50	16	NA	1	23	14	NA	NA	NA	5	NA	NA	NA	NA
au	NA	100	11.7647058823529	70.5882352941177	17.6470588235294	3.57142857142857	71.4285714285714	25	NA	NA	12.5	87.5	NA	NA	50	50	NA	NA	100	NA	NA	3	2	12	3	1	20	7	NA	NA	1	7	NA	NA	2	2	NA	NA	3	NA
av	33.3333333333333	66.6666666666667	8.10810810810811	89.1891891891892	2.7027027027027	5.68181818181818	75	19.3181818181818	NA	5.12820512820513	64.1025641025641	30.7692307692308	NA	NA	16.6666666666667	83.3333333333333	NA	NA	NA	NA	4	8	6	66	2	5	66	17	NA	2	25	12	NA	NA	1	5	NA	NA	NA	NA
az	NA	NA	NA	100	NA	NA	100	NA	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	4	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA
ba	11.6666666666667	88.3333333333333	3.87596899224806	80.6201550387597	15.5038759689922	NA	68.8524590163934	29.5081967213115	1.63934426229508	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	7	53	5	104	20	NA	42	18	1	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA
be	15.3846153846154	84.6153846153846	NA	91.1111111111111	8.88888888888889	NA	64	36	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	22	NA	41	4	NA	16	9	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
bi	8.69565217391304	91.304347826087	2.94117647058824	91.1764705882353	5.88235294117647	4	80	16	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	2	21	1	31	2	1	20	4	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA
bl	25	75	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bo	10	90	3.7037037037037	96.2962962962963	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	18	1	26	NA	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
br	11.3636363636364	88.6363636363636	9.09090909090909	60.6060606060606	30.3030303030303	NA	53.8461538461538	46.1538461538462	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	5	39	3	20	10	NA	14	12	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
bu	11.7647058823529	88.2352941176471	2.17391304347826	80.4347826086957	17.3913043478261	NA	50	50	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	4	30	1	37	8	NA	6	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
ca	19	81	5.26315789473684	84.5394736842105	10.1973684210526	1.87793427230047	75.1173708920188	22.5352112676056	0.469483568075117	2.22222222222222	44.4444444444444	53.3333333333333	NA	NA	44.4444444444444	55.5555555555556	NA	NA	100	NA	19	81	16	257	31	4	160	48	1	1	20	24	NA	NA	4	5	NA	NA	1	NA
ce	8.33333333333333	91.6666666666667	7.69230769230769	69.2307692307692	23.0769230769231	NA	48.780487804878	51.219512195122	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	33	5	45	15	NA	20	21	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ch	9.52380952380952	90.4761904761905	7.5	50	42.5	NA	48.4848484848485	45.4545454545455	6.06060606060606	NA	NA	75	25	NA	NA	NA	NA	NA	NA	NA	4	38	6	40	34	NA	16	15	2	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA
ci	17.6470588235294	82.3529411764706	6	78	16	NA	84.7826086956522	13.0434782608696	2.17391304347826	NA	37.5	62.5	NA	NA	NA	NA	NA	NA	100	NA	6	28	3	39	8	NA	39	6	1	NA	3	5	NA	NA	NA	NA	NA	NA	4	NA
cl	NA	100	NA	40	60	NA	NA	100	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	7	NA	2	3	NA	NA	1	NA	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA
co	12.7659574468085	87.2340425531915	7.86516853932584	82.6966292134831	9.43820224719101	5.5984555984556	70.6563706563707	22.7799227799228	0.965250965250965	2.39520958083832	58.6826347305389	34.7305389221557	4.19161676646707	NA	40.625	59.375	NA	NA	NA	100	12	82	35	368	42	29	366	118	5	4	98	58	7	NA	13	19	NA	NA	NA	1
cr	7.40740740740741	92.5925925925926	6.84931506849315	71.2328767123288	21.9178082191781	NA	79.1666666666667	20.8333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	25	5	52	16	NA	19	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cu	9.67741935483871	90.3225806451613	4.44444444444444	80	15.5555555555556	3.57142857142857	82.1428571428571	14.2857142857143	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	3	28	2	36	7	1	23	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
da	9.30232558139535	90.6976744186046	1.92307692307692	44.2307692307692	53.8461538461538	NA	61.1111111111111	22.2222222222222	16.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	39	1	23	28	NA	11	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
de	5	95	5.55555555555556	77.7777777777778	16.6666666666667	4.23728813559322	72.8813559322034	21.1864406779661	1.69491525423729	NA	73.9130434782609	17.3913043478261	8.69565217391304	NA	33.3333333333333	33.3333333333333	33.3333333333333	100	NA	NA	1	19	4	56	12	5	86	25	2	NA	34	8	4	NA	1	1	1	1	NA	NA
di	4.54545454545455	95.4545454545455	6.69856459330144	86.6028708133971	6.69856459330144	5.38461538461539	64.2307692307692	30	0.384615384615385	0.917431192660551	66.0550458715596	31.1926605504587	1.8348623853211	NA	23.5294117647059	76.4705882352941	NA	NA	NA	NA	2	42	14	181	14	14	167	78	1	1	72	34	2	NA	4	13	NA	NA	NA	NA
dl	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
do	28.2051282051282	71.7948717948718	6.31578947368421	82.1052631578947	11.5789473684211	1.81818181818182	61.8181818181818	34.5454545454545	1.81818181818182	NA	37.5	62.5	NA	NA	NA	NA	NA	NA	NA	NA	11	28	6	78	11	1	34	19	1	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA
dr	NA	100	NA	83.3333333333333	16.6666666666667	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	5	1	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
du	6.66666666666667	93.3333333333333	13.3333333333333	66.6666666666667	20	NA	63.6363636363636	36.3636363636364	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14	2	10	3	NA	7	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
eb	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ec	NA	100	NA	33.3333333333333	66.6666666666667	NA	92.3076923076923	7.69230769230769	NA	NA	45.4545454545455	54.5454545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	5	10	NA	12	1	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA
ed	NA	NA	NA	NA	100	7.69230769230769	76.9230769230769	15.3846153846154	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	10	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ef	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	100	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	7	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA
eg	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eh	NA	100	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
el	NA	100	NA	100	NA	NA	57.1428571428571	42.8571428571429	NA	13.3333333333333	40	46.6666666666667	NA	NA	25	75	NA	NA	100	NA	NA	2	NA	7	NA	NA	20	15	NA	2	6	7	NA	NA	1	3	NA	NA	1	NA
em	NA	NA	14.2857142857143	85.7142857142857	NA	NA	75	25	NA	NA	83.3333333333333	16.6666666666667	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	2	12	NA	NA	15	5	NA	NA	5	1	NA	NA	NA	NA	NA	NA	1	NA
en	16.6666666666667	83.3333333333333	9.09090909090909	81.8181818181818	9.09090909090909	NA	66.6666666666667	33.3333333333333	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	1	5	2	18	2	NA	12	6	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA
ep	NA	NA	NA	33.3333333333333	66.6666666666667	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eq	NA	NA	NA	NA	NA	NA	60	40	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
er	NA	100	NA	100	NA	NA	100	NA	NA	NA	75	NA	25	NA	100	NA	NA	NA	NA	NA	NA	5	NA	13	NA	NA	7	NA	NA	NA	3	NA	1	NA	1	NA	NA	NA	NA	NA
es	8	92	5.45454545454545	77.2727272727273	17.2727272727273	5.30973451327434	62.8318584070796	31.858407079646	NA	2	66	30	2	NA	80	20	NA	NA	NA	NA	2	23	6	85	19	6	71	36	NA	1	33	15	1	NA	4	1	NA	NA	NA	NA
et	33.3333333333333	66.6666666666667	NA	100	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	6	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eu	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ev	NA	100	16.6666666666667	66.6666666666667	16.6666666666667	14.2857142857143	61.9047619047619	19.047619047619	4.76190476190476	NA	80	NA	20	NA	100	NA	NA	NA	NA	NA	NA	1	1	4	1	3	13	4	1	NA	4	NA	1	NA	2	NA	NA	NA	NA	NA
ex	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
fa	5.88235294117647	94.1176470588235	2.88461538461538	67.3076923076923	29.8076923076923	3.84615384615385	66.6666666666667	28.2051282051282	1.28205128205128	NA	47.0588235294118	41.1764705882353	11.7647058823529	NA	25	75	NA	NA	100	NA	3	48	3	70	31	3	52	22	1	NA	8	7	2	NA	1	3	NA	NA	1	NA
FA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fe	11.7647058823529	88.2352941176471	3.38983050847458	86.4406779661017	10.1694915254237	2.63157894736842	63.1578947368421	34.2105263157895	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	2	15	2	51	6	1	24	13	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA
fi	14.1025641025641	85.8974358974359	3.44827586206897	86.2068965517241	10.3448275862069	NA	45.6140350877193	54.3859649122807	NA	NA	42.8571428571429	57.1428571428571	NA	NA	NA	NA	NA	NA	NA	NA	11	67	4	100	12	NA	26	31	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA
fl	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
fo	7.5	92.5	4.22535211267606	78.8732394366197	16.9014084507042	NA	52.9411764705882	47.0588235294118	NA	6.25	56.25	37.5	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	3	37	3	56	12	NA	18	16	NA	1	9	6	NA	NA	1	2	NA	NA	NA	NA
fr	7.5	92.5	NA	77.2727272727273	22.7272727272727	NA	85.7142857142857	14.2857142857143	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	3	37	NA	34	10	NA	12	2	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
fu	6.06060606060606	93.9393939393939	7.31707317073171	85.3658536585366	7.31707317073171	3.33333333333333	76.6666666666667	20	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	31	3	35	3	1	23	6	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ga	NA	100	21.0526315789474	68.4210526315789	10.5263157894737	NA	87.5	12.5	NA	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	4	13	2	NA	21	3	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA
ge	16.6666666666667	83.3333333333333	NA	80	20	NA	76.1904761904762	23.8095238095238	NA	9.09090909090909	36.3636363636364	54.5454545454545	NA	NA	NA	NA	NA	NA	NA	NA	3	15	NA	36	9	NA	16	5	NA	1	4	6	NA	NA	NA	NA	NA	NA	NA	NA
gh	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	8	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gi	14.2857142857143	85.7142857142857	4.93827160493827	79.0123456790123	16.0493827160494	NA	74.6268656716418	23.8805970149254	1.49253731343284	NA	60	33.3333333333333	6.66666666666667	NA	NA	100	NA	NA	NA	NA	7	42	4	64	13	NA	50	16	1	NA	9	5	1	NA	NA	2	NA	NA	NA	NA
gl	NA	100	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gn	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
go	9.52380952380952	90.4761904761905	NA	80.7692307692308	19.2307692307692	NA	50	50	NA	NA	66.6666666666667	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	2	19	NA	21	5	NA	5	5	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA
gr	6.77966101694915	93.2203389830508	2.27272727272727	86.3636363636364	11.3636363636364	NA	58.8235294117647	41.1764705882353	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	4	55	1	38	5	NA	20	14	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA
gu	12.9032258064516	87.0967741935484	7.69230769230769	84.6153846153846	7.69230769230769	3.7037037037037	44.4444444444444	48.1481481481481	3.7037037037037	NA	44.4444444444444	55.5555555555556	NA	NA	NA	NA	NA	NA	NA	NA	4	27	5	55	5	1	12	13	1	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA
ho	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id	NA	100	16.6666666666667	50	33.3333333333333	8.33333333333333	50	41.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3	2	1	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ie	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ig	NA	NA	25	75	NA	NA	60	40	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	3	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ii	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
il	NA	NA	NA	100	NA	7.14285714285714	64.2857142857143	28.5714285714286	NA	NA	83.3333333333333	8.33333333333333	8.33333333333333	NA	50	50	NA	NA	NA	NA	NA	NA	NA	4	NA	1	9	4	NA	NA	10	1	1	NA	2	2	NA	NA	NA	NA
im	NA	100	12.5	85.9375	1.5625	7.2992700729927	78.8321167883212	13.1386861313869	0.72992700729927	NA	69.3333333333333	30.6666666666667	NA	NA	38.4615384615385	61.5384615384615	NA	NA	NA	NA	NA	1	8	55	1	10	108	18	1	NA	52	23	NA	NA	10	16	NA	NA	NA	NA
in	28.5714285714286	71.4285714285714	12.1387283236994	83.8150289017341	4.04624277456647	5.18518518518519	81.2345679012346	12.8395061728395	0.740740740740741	0.50761421319797	65.989847715736	32.48730964467	1.01522842639594	NA	19.4444444444444	77.7777777777778	2.77777777777778	20	80	NA	2	5	21	145	7	21	329	52	3	1	130	64	2	NA	7	28	1	1	4	NA
io	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ip	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ir	NA	100	100	NA	NA	NA	88.8888888888889	NA	11.1111111111111	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	8	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
is	NA	100	NA	80	20	3.2258064516129	74.1935483870968	22.5806451612903	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	12	3	1	23	7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
it	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
je	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ju	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
la	16.2790697674419	83.7209302325581	3.26086956521739	76.0869565217391	20.6521739130435	1.49253731343284	61.1940298507463	35.8208955223881	1.49253731343284	NA	63.6363636363636	36.3636363636364	NA	NA	NA	NA	NA	NA	NA	NA	7	36	3	70	19	1	41	24	1	NA	7	4	NA	NA	NA	NA	NA	NA	NA	NA
le	13.8888888888889	86.1111111111111	3.84615384615385	76.9230769230769	19.2307692307692	NA	60	40	NA	NA	62.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	5	31	3	60	15	NA	21	14	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA
