4lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
adoz	0	100	0	0	0	56	0	0
adra	0	100	0	0	0	2	0	0
adre	0	100	0	0	0	10	0	0
adri	0	64.33566434	35.66433566	0	0	92	51	0
adro	0	100	0	0	0	1	0	0
adub	0	100	0	0	0	2	0	0
adul	0	92.1182266	7.881773399	0	0	187	16	0
adun	0	100	0	0	0	13	0	0
adus	0	100	0	0	0	2	0	0
aera	0	100	0	0	0	7	0	0
aere	0	0.411522634	99.58847737	0	0	1	242	0
aero	0.806451613	67.74193548	31.4516129	0	2	168	78	0
afas	0	85.71428571	14.28571429	0	0	6	1	0
affa	1.228878648	94.16282642	4.608294931	0	16	1226	60	0
affe	3.203342618	91.29526462	5.501392758	0	46	1311	79	0
affi	11.60784314	81.41176471	6.980392157	0	148	1038	89	0
affl	1.550387597	84.49612403	13.95348837	0	2	109	18	0
affo	2.834008097	81.78137652	15.38461538	0	7	202	38	0
affr	4.667444574	91.48191365	3.850641774	0	40	784	33	0
affu	0	100	0	0	0	23	0	0
afga	0	0	100	0	0	0	4	0
afgh	0	0	100	0	0	0	3	0
afon	0	0	100	0	0	0	3	0
afor	0	100	0	0	0	4	0	0
afos	0	100	0	0	0	11	0	0
afra	0	0	100	0	0	0	1	0
afri	2.803738318	40.18691589	57.00934579	0	9	129	183	0
afro	0	33.33333333	66.66666667	0	0	8	16	0
afte	0	100	0	0	0	13	0	0
agad	100	0	0	0	3	0	0	0
agam	0	0	100	0	0	0	1	0
agap	0	0	100	0	0	0	4	0
agas	0	100	0	0	0	20	0	0
agat	0	53.33333333	46.66666667	0	0	16	14	0
agav	0	0	100	0	0	0	1	0
agen	0.159489633	99.5215311	0.318979266	0	1	624	2	0
ager	0	100	0	0	0	3	0	0
ages	0	100	0	0	0	1	0	0
agev	1.769911504	72.56637168	25.66371681	0	2	82	29	0
agga	0	98	2	0	0	49	1	0
agge	0	97.14285714	2.857142857	0	0	34	1	0
aggh	0	100	0	0	0	32	0	0
aggi	1.462174189	83.08963764	15.38461538	0.063572791	23	1307	242	1
aggl	0	87.5	12.5	0	0	7	1	0
aggr	10.16949153	86.13251156	3.697996918	0	66	559	24	0
aggu	0.840336134	95.79831933	3.361344538	0	1	114	4	0
aghi	0	100	0	0	0	12	0	0
agia	0	100	0	0	0	11	0	0
agib	80	0	20	0	4	0	1	0
agil	33.33333333	4.545454545	62.12121212	0	22	3	41	0
agio	0	66.66666667	33.33333333	0	0	2	1	0
agir	0.344827586	87.5862069	12.06896552	0	1	254	35	0
agit	3.289473684	71.71052632	16.44736842	8.552631579	5	109	25	13
agli	0	100	0	0	0	53	0	0
agme	100	0	0	0	1	0	0	0
agna	0	100	0	0	0	2	0	0
agne	0	100	0	0	0	133	0	0
agni	0	100	0	0	0	1	0	0
agno	25	25	50	0	3	3	6	0
agog	9.090909091	90.90909091	0	0	1	10	0	0
agon	0	58.33333333	41.66666667	0	0	56	40	0
agop	0	100	0	0	0	24	0	0
agor	66.66666667	33.33333333	0	0	2	1	0	0
agos	0	100	0	0	0	523	0	0
agra	0	100	0	0	0	13	0	0
agre	0	100	0	0	0	6	0	0
agri	0	55.03875969	44.96124031	0	0	142	116	0
agro	0	84.61538462	15.38461538	0	0	22	4	0
agru	0	95.65217391	4.347826087	0	0	22	1	0
agui	0	100	0	0	0	24	0	0
agus	0	100	0	0	0	12	0	0
aguz	3.846153846	96.15384615	0	0	1	25	0	0
ahil	0	100	0	0	0	1	0	0
ahim	100	0	0	0	27	0	0	0
ahin	0	100	0	0	0	1	0	0
aiac	0	100	0	0	0	3	0	0
aidi	100	0	0	0	21	0	0	0
aido	0	100	0	0	0	4	0	0
aiel	0	100	0	0	0	5	0	0
aime	0	100	0	0	0	1	0	0
aimo	0	100	0	0	0	3	0	0
aira	0	100	0	0	0	1	0	0
airb	100	0	0	0	22	0	0	0
airo	0	100	0	0	0	18	0	0
aiss	0	100	0	0	0	1	0	0
aita	0	100	0	0	0	11	0	0
aiut	2.833333333	92.25	4.916666667	0	34	1107	59	0
aizz	0	66.66666667	33.33333333	0	0	2	1	0
ajel	0	100	0	0	0	2	0	0
akab	0	100	0	0	0	1	0	0
akat	0	100	0	0	0	1	0	0
akir	0	100	0	0	0	2	0	0
akka	0	0	100	0	0	0	2	0
akro	0	0	100	0	0	0	2	0
aktu	0	100	0	0	0	1	0	0
alab	0	100	0	0	0	16	0	0
alac	33.33333333	66.66666667	0	0	1	2	0	0
alad	0	33.33333333	66.66666667	0	0	5	10	0
alag	66.66666667	33.33333333	0	0	4	2	0	0
alai	96.07843137	3.921568627	0	0	49	2	0	0
alal	50	50	0	0	1	1	0	0
alam	0	75	25	0	0	9	3	0
alan	0	100	0	0	0	1	0	0
alar	40	60	0	0	2	3	0	0
alas	0	100	0	0	0	5	0	0
alat	0	60	40	0	0	12	8	0
alba	0.840336134	93.27731092	5.882352941	0	1	111	7	0
albe	0.397219464	68.5203575	31.08242304	0	4	690	313	0
albi	8.695652174	80.43478261	10.86956522	0	4	37	5	0
albo	0	94.73684211	5.263157895	0	0	18	1	0
albr	0	100	0	0	0	2	0	0
albu	0	100	0	0	0	138	0	0
alca	11.11111111	50	38.88888889	0	4	18	14	0
alce	0	100	0	0	0	1	0	0
alch	0	80	20	0	0	16	4	0
alci	0	87.5	12.5	0	0	7	1	0
alco	0	80.79470199	19.20529801	0	0	122	29	0
alcu	10.11278195	89.88721805	0	0	269	2391	0	0
alda	0	100	0	0	0	1	0	0
alde	25	50	25	0	1	2	1	0
aldi	90	10	0	0	27	3	0	0
aldo	0	100	0	0	0	7	0	0
aldr	100	0	0	0	1	0	0	0
alea	0	100	0	0	0	11	0	0
alec	0	100	0	0	0	2	0	0
aleg	6.896551724	79.31034483	13.79310345	0	2	23	4	0
alem	0	100	0	0	0	109	0	0
alen	0	100	0	0	0	17	0	0
alep	0	100	0	0	0	2	0	0
aler	0	100	0	0	0	1	0	0
ales	0	100	0	0	0	367	0	0
alet	0	100	0	0	0	9	0	0
alex	0	100	0	0	0	30	0	0
alfa	0	77.5	22.5	0	0	31	9	0
alfe	0	100	0	0	0	4	0	0
alfi	0	100	0	0	0	51	0	0
alfo	0	100	0	0	0	45	0	0
alfr	0	100	0	0	0	93	0	0
alga	0	100	0	0	0	27	0	0
alge	0	96.11650485	3.883495146	0	0	99	4	0
algh	0	100	0	0	0	3	0	0
algi	5.882352941	0	94.11764706	0	1	0	16	0
algo	66.66666667	0	33.33333333	0	2	0	1	0
algr	0	100	0	0	0	2	0	0
alha	0	100	0	0	0	1	0	0
alia	0	100	0	0	0	19	0	0
alib	0	6	94	0	0	3	47	0
alic	0	100	0	0	0	87	0	0
alid	0	0	100	0	0	0	7	0
alie	0	93.75	6.25	0	0	45	3	0
alig	0	100	0	0	0	8	0	0
alim	0.765306122	95.40816327	3.826530612	0	3	374	15	0
alin	0	100	0	0	0	29	0	0
alip	0	100	0	0	0	1	0	0
aliq	0	0	100	0	0	0	16	0
alir	0	100	0	0	0	2	0	0
alis	0	85.71428571	14.28571429	0	0	12	2	0
alit	0	70	30	0	0	21	9	0
all'	1.193058568	97.8308026	0.976138829	0	11	902	9	0
alla	3.846153846	92.46794872	3.685897436	0	24	577	23	0
alle	0.355239787	96.74363529	2.901124926	0	6	1634	49	0
alli	0.847457627	91.10169492	7.203389831	0.847457627	2	215	17	2
allo	2.352437981	95.59452524	2.010265184	0.0427716	55	2235	47	1
allu	3.532608696	86.95652174	9.510869565	0	13	320	35	0
alma	0	100	0	0	0	8	0	0
alme	0	100	0	0	0	1148	0	0
almi	0	80	20	0	0	8	2	0
almo	0	90	10	0	0	9	1	0
alog	0	0	100	0	0	0	5	0
aloi	0	100	0	0	0	2	0	0
alon	0	100	0	0	0	20	0	0
alop	0	0	100	0	0	0	2	0
alot	0	100	0	0	0	6	0	0
alpa	0	100	0	0	0	1	0	0
alpe	0	100	0	0	0	5	0	0
alph	0	100	0	0	0	4	0	0
alpi	0	96.03174603	3.968253968	0	0	121	5	0
alpo	0	100	0	0	0	1	0	0
alqu	0	100	0	0	0	41	0	0
alsa	0	87.5	12.5	0	0	7	1	0
alta	2.205882353	96.32352941	1.470588235	0	3	131	2	0
alte	1.894451962	93.36941813	4.059539919	0.676589986	14	690	30	5
alti	0	31.46067416	68.53932584	0	0	28	61	0
alto	10.76923077	87.69230769	1.538461538	0	7	57	1	0
altr	0.129896083	99.87010392	0	0	13	9995	0	0
altu	0	100	0	0	0	18	0	0
aluc	0	100	0	0	0	1	0	0
aluj	0	100	0	0	0	10	0	0
alun	0	100	0	0	0	3	0	0
alva	0	88.88888889	11.11111111	0	0	8	1	0
alve	13.04347826	60.86956522	26.08695652	0	3	14	6	0
alvi	40	60	0	0	2	3	0	0
alza	1.400560224	85.99439776	12.60504202	0	5	307	45	0
alze	0	100	0	0	0	1	0	0
alzo	0	0	100	0	0	0	1	0
amab	9.090909091	22.72727273	68.18181818	0	2	5	15	0
amac	0	100	0	0	0	6	0	0
amad	4.166666667	95.83333333	0	0	1	23	0	0
amal	2.083333333	85.41666667	8.333333333	4.166666667	1	41	4	2
aman	0	99.27797834	0.722021661	0	0	275	2	0
amar	1.347708895	86.92722372	11.72506739	0	10	645	87	0
amas	0	100	0	0	0	2	0	0
amat	0	100	0	0	0	402	0	0
amaz	0	33.33333333	66.66666667	0	0	9	18	0
amba	1.282051282	98.71794872	0	0	2	154	0	0
ambe	0	100	0	0	0	30	0	0
ambi	3.018268467	84.82922955	12.15250199	0	38	1068	153	0
ambo	0	50	50	0	0	1	1	0
ambr	0	91.24087591	8.759124088	0	0	125	12	0
ambu	0	100	0	0	0	140	0	0
ameb	0	100	0	0	0	3	0	0
amed	0	100	0	0	0	42	0	0
amel	0	100	0	0	0	53	0	0
amen	12.90322581	32.25806452	54.83870968	0	4	10	17	0
amer	0	64.9909146	35.0090854	0	0	1073	578	0
amet	0	100	0	0	0	1	0	0
amfe	0	100	0	0	0	1	0	0
amia	0	100	0	0	0	1	0	0
amic	0	96.68071654	3.319283456	0	0	1835	63	0
amid	0	25	75	0	0	1	3	0
amig	0	100	0	0	0	6	0	0
amil	0	0	100	0	0	0	2	0
amin	0	7.692307692	92.30769231	0	0	1	12	0
amir	0	0	100	0	0	0	2	0
amis	0	100	0	0	0	4	0	0
amle	0	77.77777778	22.22222222	0	0	14	4	0
amma	2.926829268	90.97560976	6.097560976	0	12	373	25	0
amme	0.522648084	78.39721254	21.08013937	0	3	450	121	0
ammi	0.762066046	95.59695174	3.640982218	0	9	1129	43	0
ammo	3.265306122	84.48979592	12.24489796	0	8	207	30	0
ammu	7.5	72.5	20	0	3	29	8	0
amne	0	18.51851852	81.48148148	0	0	5	22	0
amni	0	78.57142857	21.42857143	0	0	11	3	0
amod	0	100	0	0	0	16	0	0
amor	0	99.4875549	0.512445095	0	0	1359	7	0
ampa	0	100	0	0	0	2	0	0
ampe	0	100	0	0	0	9	0	0
ampi	0	100	0	0	0	301	0	0
ampl	0.900900901	87.38738739	10.81081081	0.900900901	1	97	12	1
ampo	0	100	0	0	0	10	0	0
ampu	0	85.71428571	14.28571429	0	0	12	2	0
amri	0	0	100	0	0	0	2	0
amst	0	0	100	0	0	0	26	0
amul	0	100	0	0	0	2	0	0
amur	0	100	0	0	0	2	0	0
anab	0	87.5	12.5	0	0	7	1	0
anac	0	25	75	0	0	4	12	0
anad	0	33.33333333	66.66666667	0	0	1	2	0
anae	0	0	100	0	0	0	1	0
anaf	0	100	0	0	0	1	0	0
anag	0	11.47540984	88.52459016	0	0	7	54	0
anal	0.159744409	35.14376997	64.69648562	0	1	220	405	0
anam	0	100	0	0	0	7	0	0
anan	0	11.76470588	88.23529412	0	0	2	15	0
anap	0	100	0	0	0	4	0	0
anar	0	23.68421053	76.31578947	0	0	9	29	0
anas	0	90.90909091	9.090909091	0	0	10	1	0
anat	0	64.38356164	35.61643836	0	0	47	26	0
anba	100	0	0	0	2	0	0	0
anca	0	100	0	0	0	8	0	0
ance	0	100	0	0	0	23	0	0
anch	0.007470492	99.99252951	0	0	1	13385	0	0
anci	0	100	0	0	0	2	0	0
anco	4.158834586	95.51221805	0.281954887	0.046992481	177	4065	12	2
anda	4.47063605	85.53139606	9.591546434	0.406421459	220	4209	472	20
ande	0	20	80	0	0	5	20	0
andi	0	95	5	0	0	19	1	0
ando	0	100	0	0	0	6	0	0
andr	7.165109034	90.49844237	2.336448598	0	46	581	15	0
aned	0	0	100	0	0	0	24	0
anel	0	96.15384615	3.846153846	0	0	100	4	0
anem	0	33.33333333	66.66666667	0	0	6	12	0
anes	0	76.66666667	23.33333333	0	0	23	7	0
anet	0	100	0	0	0	4	0	0
aneu	0	100	0	0	0	1	0	0
anfe	0	92.85714286	7.142857143	0	0	13	1	0
anfi	0	100	0	0	0	30	0	0
anfo	0	62.5	37.5	0	0	5	3	0
anfr	0	100	0	0	0	12	0	0
ange	2.558139535	1.162790698	96.27906977	0	11	5	414	0
angh	0	100	0	0	0	5	0	0
angi	3.571428571	85.71428571	10.71428571	0	1	24	3	0
angl	0	66.07142857	33.92857143	0	0	37	19	0
ango	0	42.0233463	57.9766537	0	0	216	298	0
angr	0	100	0	0	0	7	0	0
angu	2.272727273	95.45454545	2.272727273	0	1	42	1	0
ania	0	100	0	0	0	4	0	0
anid	0	100	0	0	0	16	0	0
anie	0	100	0	0	0	4	0	0
anil	0	100	0	0	0	3	0	0
anim	0.5907173	52.15189873	46.41350211	0.843881857	7	618	550	10
anit	0	100	0	0	0	14	0	0
anja	0	100	0	0	0	1	0	0
anka	0	100	0	0	0	6	0	0
anna	3	96	1	0	3	96	1	0
anne	7.070707071	89.8989899	3.03030303	0	7	89	3	0
anni	0	85.81081081	13.51351351	0.675675676	0	127	20	1
anno	1.242236025	88.19875776	9.937888199	0.621118012	2	142	16	1
annu	5.766423358	90.2919708	3.941605839	0	79	1237	54	0
anoi	0	100	0	0	0	1	0	0
anom	0	27.86885246	72.13114754	0	0	17	44	0
anon	0.588235294	17.64705882	81.76470588	0	1	30	139	0
anor	4.255319149	76.59574468	19.14893617	0	2	36	9	0
ansa	0	100	0	0	0	21	0	0
anse	0	100	0	0	0	22	0	0
ansi	2.564102564	93.58974359	3.846153846	0	6	219	9	0
anso	0	100	0	0	0	2	0	0
anta	0	91.66666667	8.333333333	0	0	33	3	0
ante	0	98.07692308	1.923076923	0	0	204	4	0
anth	0	0	100	0	0	0	17	0
anti	3.681290973	77.10539586	19.06202723	0.15128593	73	1529	378	3
anto	0.130718954	98.69281046	1.176470588	0	1	755	9	0
antr	1.428571429	42.85714286	55.71428571	0	1	30	39	0
antu	0	100	0	0	0	1	0	0
anul	0	100	0	0	0	7	0	0
anve	0	100	0	0	0	10	0	0
anza	0	100	0	0	0	2	0	0
anzi	31.79916318	68.20083682	0	0	152	326	0	0
aort	0	66.66666667	33.33333333	0	0	4	2	0
aost	0	100	0	0	0	33	0	0
apat	0	71.42857143	28.57142857	0	0	5	2	0
aper	0	99.89594173	0.104058273	0	0	960	1	0
apic	0	26.08695652	73.91304348	0	0	6	17	0
apne	0	100	0	0	0	14	0	0
apoc	0	47.22222222	52.77777778	0	0	17	19	0
apod	0	0	100	0	0	0	1	0
apog	0	100	0	0	0	12	0	0
apol	6.493506494	77.92207792	15.58441558	0	5	60	12	0
apon	0	100	0	0	0	2	0	0
apop	0	33.33333333	66.66666667	0	0	1	2	0
apor	0	100	0	0	0	2	0	0
apos	4.918032787	16.39344262	78.68852459	0	3	10	48	0
apot	0	100	0	0	0	10	0	0
appa	0.887096774	91.16935484	7.943548387	0	22	2261	197	0
appe	0.124533001	98.13200498	1.743462017	0	2	1576	28	0
appi	2.608695652	93.91304348	3.47826087	0	3	108	4	0
appl	1.57480315	88.81889764	7.874015748	1.732283465	10	564	50	11
appo	3.784570597	82.6783115	13.5371179	0	26	568	93	0
appr	1.956135151	92.76822762	5.216360403	0.059276823	33	1565	88	1
appu	0.403225806	99.46236559	0.134408602	0	3	740	1	0
apri	4.026845638	89.03803132	6.935123043	0	54	1194	93	0
apro	0	0	100	0	0	0	1	0
apua	0	100	0	0	0	2	0	0
apul	0	50	50	0	0	1	1	0
apuz	0	100	0	0	0	1	0	0
aqui	0	38.46153846	61.53846154	0	0	25	40	0
arab	0	21.07623318	78.92376682	0	0	47	176	0
arac	0	0	100	0	0	0	1	0
araf	100	0	0	0	57	0	0	0
arag	2.040816327	91.83673469	6.12244898	0	1	45	3	0
arak	0	100	0	0	0	1	0	0
aral	0	14.28571429	85.71428571	0	0	1	6	0
aram	50	0	50	0	2	0	2	0
aran	0	99.21259843	0.787401575	0	0	126	1	0
arar	0	66.66666667	33.33333333	0	0	2	1	0
arat	0	100	0	0	0	3	0	0
araz	0	100	0	0	0	16	0	0
arba	0	100	0	0	0	1	0	0
arbi	2.259887006	46.89265537	50.84745763	0	4	83	90	0
arbo	2.43902439	9.756097561	87.80487805	0	1	4	36	0
arbu	0	100	0	0	0	20	0	0
arca	1.265822785	64.55696203	34.17721519	0	1	51	27	0
arce	0	80	20	0	0	4	1	0
arch	0.157232704	73.58490566	26.25786164	0	1	468	167	0
arci	0	41.37931034	58.62068966	0	0	48	68	0
arco	0	54.6875	45.3125	0	0	35	29	0
arcu	12.5	87.5	0	0	1	7	0	0
arda	0	100	0	0	0	2	0	0
arde	4.054054054	79.72972973	16.21621622	0	3	59	12	0
ardi	4	96	0	0	2	48	0	0
ardo	0	100	0	0	0	17	0	0
ardu	0	3.225806452	96.77419355	0	0	1	30	0
area	50	50	0	0	1	1	0	0
arec	0	100	0	0	0	2	0	0
areg	0	100	0	0	0	1	0	0
aren	0	96.77419355	3.225806452	0	0	90	3	0
ares	0	100	0	0	0	16	0	0
aret	0	100	0	0	0	8	0	0
arez	0	100	0	0	0	26	0	0
arga	0	50	50	0	0	2	2	0
arge	10.49562682	86.29737609	3.206997085	0	36	296	11	0
argi	0	57.95454545	42.04545455	0	0	51	37	0
argo	0	99.70501475	0.294985251	0	0	338	1	0
argu	10	90	0	0	2	18	0	0
aria	0	94.73684211	5.263157895	0	0	18	1	0
arib	0	100	0	0	0	1	0	0
aric	0	83.33333333	16.66666667	0	0	5	1	0
arid	14.28571429	0	85.71428571	0	4	0	24	0
arie	0	100	0	0	0	24	0	0
arig	0	100	0	0	0	7	0	0
arim	0	100	0	0	0	2	0	0
arin	0	100	0	0	0	10	0	0
ario	0	100	0	0	0	22	0	0
aris	0	25	75	0	0	30	90	0
arit	0	15.38461538	84.61538462	0	0	2	11	0
ariz	0	100	0	0	0	16	0	0
arju	0	100	0	0	0	4	0	0
arka	0	95.65217391	4.347826087	0	0	22	1	0
arla	0	100	0	0	0	3	0	0
arle	0	100	0	0	0	22	0	0
arlo	0	100	0	0	0	1	0	0
arma	0.190839695	99.23664122	0.572519084	0	1	520	3	0
arme	4.347826087	86.95652174	8.695652174	0	2	40	4	0
armi	13.63636364	86.36363636	0	0	3	19	0	0
armo	0	86.4	13.6	0	0	108	17	0
arna	0	100	0	0	0	31	0	0
arne	0	100	0	0	0	10	0	0
arni	16.66666667	83.33333333	0	0	1	5	0	0
arno	0	100	0	0	0	8	0	0
arol	0	100	0	0	0	2	0	0
arom	0	66.66666667	33.33333333	0	0	48	24	0
aron	0	100	0	0	0	7	0	0
aros	0	100	0	0	0	1	0	0
arpa	0	100	0	0	0	3	0	0
arpe	0	100	0	0	0	1	0	0
arpi	0	100	0	0	0	26	0	0
arqu	0	100	0	0	0	1	0	0
arra	3.409090909	86.36363636	9.848484848	0.378787879	9	228	26	1
arre	1.42993327	95.32888465	3.241182078	0	15	1000	34	0
arri	5.131511088	86.33316142	8.535327488	0	199	3348	331	0
arro	5.284552846	92.68292683	2.032520325	0	13	228	5	0
arru	1.886792453	94.33962264	3.773584906	0	1	50	2	0
arse	0	69.23076923	30.76923077	0	0	36	16	0
arsi	4.545454545	95.45454545	0	0	1	21	0	0
arso	0	0	100	0	0	0	1	0
arsu	0	100	0	0	0	3	0	0
arta	0	100	0	0	0	1	0	0
arte	0	59.77011494	40.22988506	0	0	52	35	0
arth	0	100	0	0	0	1	0	0
arti	0.296956199	56.5701559	42.9844098	0.148478099	4	762	579	2
arto	0	100	0	0	0	2	0	0
artr	0	100	0	0	0	16	0	0
artu	0	100	0	0	0	69	0	0
arub	0	100	0	0	0	5	0	0
arve	0	100	0	0	0	2	0	0
arvi	100	0	0	0	1	0	0	0
arza	57.14285714	42.85714286	0	0	4	3	0	0
arzi	0	100	0	0	0	9	0	0
asae	0	100	0	0	0	2	0	0
asbu	0	33.33333333	66.66666667	0	0	3	6	0
asca	0	60	40	0	0	6	4	0
asce	0	92.71523179	7.284768212	0	0	140	11	0
asci	4.761904762	86.24338624	8.994708995	0	9	163	17	0
asco	2.35131397	87.55186722	10.09681881	0	17	633	73	0
ascr	0	50	50	0	0	5	5	0
asen	0	100	0	0	0	1	0	0
ases	40	60	0	0	2	3	0	0
aset	0	0	100	0	0	0	9	0
asfa	1.449275362	98.55072464	0	0	1	68	0	0
asfi	0	88.88888889	11.11111111	0	0	16	2	0
asfo	0	100	0	0	0	1	0	0
asia	0	10	90	0	0	3	27	0
asil	0	100	0	0	0	69	0	0
asim	0	43.75	56.25	0	0	7	9	0
asin	0	9.677419355	90.32258065	0	0	3	28	0
asma	0	14.28571429	85.71428571	0	0	1	6	0
asoc	0	100	0	0	0	2	0	0
asol	0	0	100	0	0	0	6	0
aspa	15	15	70	0	3	3	14	0
aspe	1.919258769	90.73461284	7.346128392	0	29	1371	111	0
aspi	7.027027027	88.64864865	4.324324324	0	13	164	8	0
aspo	0	97.14285714	2.857142857	0	0	34	1	0
aspr	0	100	0	0	0	121	0	0
asqu	0	100	0	0	0	1	0	0
assa	0.797607178	98.30508475	0.897308076	0	8	986	9	0
asse	0.788954635	98.02761341	1.183431953	0	12	1491	18	0
assi	1.493333333	89.01333333	9.493333333	0	28	1669	178	0
asso	0.386954118	95.7435047	3.869541183	0	7	1732	70	0
assu	3.01369863	78.35616438	18.49315068	0.136986301	22	572	135	1
asta	0	100	0	0	0	10	0	0
aste	10.18518519	86.11111111	3.703703704	0	11	93	4	0
asti	2.631578947	97.36842105	0	0	1	37	0	0
