ending	B_%PULT_Tk	C_%PULT_Tk	E_%ULT_Tk	E_%PULT_Tk	E_%APULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	N_%PULT_Tk	N_%APULT_Tk	NU_%ULT_Tk	NU_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%ULT_Tk	S_%PULT_Tk	S_%APULT_Tk	V_%PULT_Tk	V_%APULT_Tk	X_%PULT_Tk	B_nPULT_Tk	C_nPULT_Tk	E_nULT_Tk	E_nPULT_Tk	E_nAPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	N_nPULT_Tk	N_nAPULT_Tk	NU_nULT_Tk	NU_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	X_nPULT_Tk
phi	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pla	NA	NA	NA	NA	NA	0	46.1538461538462	53.8461538461538	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	NA	NA	NA	0	6	7	NA	NA	NA	NA	NA	NA	NA	0	4	0	7	0	NA
ple	NA	NA	NA	NA	NA	0	20	80	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	1	4	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
pli	NA	NA	NA	NA	NA	0	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	0	96	4	NA	NA	NA	NA	NA	NA	NA	NA	0	2	4	NA	NA	NA	NA	NA	NA	NA	0	24	1	NA	NA	NA
plo	NA	NA	0	100	0	0	71.4285714285714	28.5714285714286	NA	NA	NA	NA	NA	NA	NA	0	72.2222222222222	27.7777777777778	100	0	NA	NA	NA	0	1	0	0	5	2	NA	NA	NA	NA	NA	NA	NA	0	13	5	2	0	NA
ppa	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	50	0	0	72	0	NA	4	0	NA	NA	NA	NA	0	812	0	126	0	NA
ppe	NA	NA	0	100	0	0	100	0	100	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	463	0	0	95	0	1	10	0	NA	NA	NA	NA	0	285	0	103	0	NA
ppi	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	114	0	0	147	0	NA	33	0	NA	NA	NA	NA	0	444	0	37	0	NA
ppo	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	1575	NA	0	172	0	0	96	0	NA	37	0	NA	NA	NA	NA	0	1604	0	8	0	NA
ppu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
pra	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	100	NA	0	100	0	100	0	NA	285	NA	0	9	0	0	19	0	NA	NA	NA	NA	NA	327	NA	0	38	0	58	0	NA
pre	100	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	4568	NA	NA	NA	NA	0	17	0	NA	NA	NA	NA	NA	NA	NA	0	20	0	356	0	NA
pri	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	62	0	0	286	0	NA	4	0	NA	NA	NA	NA	0	26	0	31	0	NA
pro	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	18	0	0	21	0	NA	NA	NA	NA	NA	NA	NA	0	66	0	26	0	NA
psi	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
pso	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA
pta	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	8	0	3	0	NA
pte	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
pti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	1	0	NA
pto	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	NA
rba	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	35	0	0	47	0	NA	NA	NA	NA	NA	NA	NA	0	227	0	27	0	NA
rbe	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	8	0	0	27	0	NA	NA	NA	NA	NA	NA	NA	0	70	0	18	0	NA
rbi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	50	0	0	34	0	NA	NA	NA	NA	NA	NA	NA	0	184	0	3	0	NA
rbo	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	21	0	0	80	0	NA	NA	NA	NA	NA	NA	NA	0	188	0	2	0	NA
rbu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rca	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	100	NA	0	100	0	100	0	NA	728	NA	0	73	0	0	40	0	NA	NA	NA	NA	NA	223	NA	0	1058	0	416	0	NA
rce	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	1	0	0	6	0	NA	NA	NA	NA	NA	NA	NA	0	82	0	10	0	NA
rci	100	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	NA	NA	0	100	0	65.2905198776758	34.7094801223242	NA	1	NA	0	6	0	0	3	0	15	NA	NA	NA	NA	NA	NA	0	85	0	854	454	NA
rco	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	1	NA	0	437	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	0	537	0	72	0	NA
rcu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rda	NA	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	129	0	0	209	0	4	NA	NA	NA	NA	NA	NA	0	119	0	1103	0	NA
rde	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	19	0	0	304	0	NA	NA	NA	NA	NA	NA	NA	0	190	0	168	0	NA
rdi	100	100	0	100	0	0	100	0	NA	NA	NA	0	100	NA	NA	0	100	0	100	0	NA	346	1	0	483	0	0	153	0	NA	NA	NA	0	1119	NA	NA	0	548	0	162	0	NA
rdo	100	NA	0	100	0	0	100	0	NA	NA	NA	0	100	100	NA	0	100	0	100	0	NA	145	NA	0	514	0	0	443	0	NA	NA	NA	0	84	4	NA	0	2278	0	266	0	NA
rdu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	2	0	NA
rfa	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rfe	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rfi	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rfo	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rga	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	48	0	0	121	0	NA	NA	NA	NA	NA	NA	NA	0	51	0	41	0	NA
rge	NA	NA	0	100	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	6	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	0	4	0	191	0	NA
rgi	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	0	28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA
rgo	NA	100	0	100	0	0	100	0	100	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	3	0	143	0	0	113	0	2	NA	NA	NA	NA	NA	NA	0	494	0	18	0	NA
rgu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rji	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
rka	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
rko	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rku	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rla	100	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	93.8775510204082	6.12244897959184	87.958818263205	12.041181736795	NA	1	NA	0	117	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92	6	1965	269	NA
rle	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	57.1428571428571	42.8571428571429	83.2535885167464	16.7464114832536	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	21	696	140	NA
rli	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	92.5925925925926	7.40740740740741	82.010582010582	17.989417989418	NA	NA	NA	0	34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	4	775	170	NA
rlo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	99.1304347826087	0.869565217391304	84.9206349206349	15.0793650793651	NA	NA	NA	0	830	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	114	1	2247	399	NA
rma	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	299	0	0	67	0	NA	1	0	NA	NA	NA	NA	0	1699	0	726	0	NA
rme	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	2	0	0	256	0	NA	NA	NA	NA	NA	NA	NA	0	1035	0	36	0	NA
rmi	NA	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	NA	NA	0	100	0	81.7780580075662	18.2219419924338	NA	NA	NA	0	11	0	0	164	0	1	NA	NA	NA	NA	NA	NA	0	498	0	1297	289	NA
rmo	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	215	0	0	116	0	NA	NA	NA	NA	NA	NA	NA	0	288	0	38	0	NA
rna	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	54	0	0	543	0	NA	NA	NA	NA	NA	NA	NA	0	103	0	412	0	NA
rne	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	84.0677966101695	15.9322033898305	NA	NA	NA	0	10	0	0	228	0	NA	NA	NA	NA	NA	NA	NA	0	275	0	744	141	NA
rni	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	25	0	0	238	0	NA	NA	NA	NA	NA	NA	NA	0	2399	0	52	0	NA
rno	100	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	100	NA	0	100	0	100	0	NA	1975	NA	0	202	0	0	515	0	26	NA	NA	NA	NA	3	NA	0	5738	0	53	0	NA
rpa	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	1	0	NA
rpe	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	1	0	0	13	0	NA	NA	NA	NA	NA	NA	NA	0	192	0	2	0	NA
rpi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	6	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	0	162	0	NA	NA	NA
rpo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	772	0	NA	NA	NA
rra	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	12	NA	0	340	0	0	133	0	NA	NA	NA	NA	NA	NA	NA	0	2164	0	84	0	NA
rre	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	56	0	0	32	0	NA	NA	NA	NA	NA	NA	NA	0	343	0	1531	0	NA
rri	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	115	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	0	213	0	13	0	NA
rro	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	102	0	0	131	0	NA	NA	NA	NA	NA	NA	NA	0	418	0	24	0	NA
rru	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rsa	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	100	52	NA	0	22	0	0	647	0	NA	NA	NA	NA	NA	NA	NA	0	867	0	462	0	1
rse	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	2145	NA	0	4	0	0	551	0	NA	1	0	NA	NA	NA	NA	0	338	0	388	0	NA
rsi	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	93.5779816513761	6.42201834862385	78.4184272300469	21.5815727699531	NA	NA	NA	0	28	0	0	759	0	NA	10	0	NA	NA	NA	NA	0	714	49	5345	1471	NA
rso	100	NA	0	100	0	0	100	0	100	NA	NA	NA	NA	100	NA	0	100	0	100	0	NA	11	NA	0	62	0	0	1430	0	1	NA	NA	NA	NA	2229	NA	0	2671	0	1367	0	NA
rta	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	6	NA	0	140	0	0	933	0	NA	5	0	NA	NA	NA	NA	0	2073	0	1109	0	NA
rte	100	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	100	110	NA	0	161	0	0	1175	0	NA	NA	NA	NA	NA	NA	NA	0	6778	0	413	0	1
rti	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	87.909604519774	12.090395480226	NA	NA	NA	0	138	0	0	883	0	NA	2	0	NA	NA	NA	NA	0	2050	0	778	107	NA
rto	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	1041	NA	0	886	0	0	1419	0	NA	4	0	NA	NA	NA	NA	0	2642	0	1995	0	NA
rtu	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rva	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	18	0	0	10	0	NA	NA	NA	NA	NA	NA	NA	0	213	0	207	0	NA
rve	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	12	0	0	8	0	NA	NA	NA	NA	NA	NA	NA	0	134	0	353	0	NA
rvi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	76.2430939226519	23.7569060773481	NA	NA	NA	0	9	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	0	85	0	276	86	NA
rvo	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	19	0	0	15	0	NA	NA	NA	NA	NA	NA	NA	0	57	0	16	0	NA
rza	100	NA	0	100	0	0	100	0	100	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	2	NA	0	17	0	0	230	0	166	13	0	NA	NA	NA	NA	0	947	0	70	0	NA
rze	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	NA	NA	0	455	0	NA	NA	NA
rzi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	39	0	0	13	0	NA	NA	NA	NA	NA	NA	NA	0	265	0	10	0	NA
rzo	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	36	0	0	416	0	NA	20	0	NA	NA	NA	NA	0	697	0	9	0	NA
sbo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sca	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	355	0	0	390	0	NA	NA	NA	NA	NA	NA	NA	0	390	0	283	0	NA
sce	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	2	0	0	12	0	NA	NA	NA	NA	NA	NA	NA	0	313	0	3232	0	NA
sci	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	64	0	0	23	0	NA	NA	NA	NA	NA	NA	NA	0	155	0	177	0	NA
sco	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	100	NA	NA	0	655	0	0	462	0	NA	NA	NA	NA	NA	NA	NA	0	592	0	554	0	2
scu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sda	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	0	NA
sfi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	NA
sfo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
sgi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA
sha	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
shi	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA
ska	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	4	0	0	8	0	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA
ske	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
sko	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA
sla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA
slo	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sma	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	16	0	0	4	0	NA	NA	NA	NA	NA	NA	NA	0	154	0	11	0	NA
sme	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA	NA	NA
smi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	375	0	NA	NA	NA
smo	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	22	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	0	2697	0	1	0	NA
spa	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	20	0	0	7	0	NA	NA	NA	NA	NA	NA	NA	0	13	0	3	0	NA
spe	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	NA	NA	NA
spi	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	21	0	0	5	0	NA	NA	NA	NA	NA	NA	NA	0	10	0	NA	NA	NA
spo	NA	NA	0	100	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	3	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	0	11	0	NA	NA	NA
ssa	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	100	NA	NA	0	138	0	0	1885	0	NA	396	0	NA	NA	NA	NA	0	1634	0	1783	0	2
sse	100	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	1	NA	0	57	0	0	624	0	NA	185	0	NA	NA	NA	NA	0	1439	0	6151	0	NA
ssi	NA	NA	0	100	0	0	100	0	NA	100	0	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	0	766	0	0	954	0	NA	333	0	NA	NA	NA	NA	0	1917	0	1340	0	NA
sso	100	NA	0	100	0	0	100	0	100	100	0	NA	NA	100	NA	0	100	0	100	0	NA	2655	NA	0	263	0	0	3132	0	3	445	0	NA	NA	336	NA	0	4740	0	4007	0	NA
ssu	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
